compiled_by,allometry_ID_manual,group,subgroup,Family,taxonID,acceptedTaxonID,Genus and species,Common name,genus,specificEpithet,FIA Species Code,spg_gcm3,minDiameter,maxDiameter,dbh range (cm),Taxon ID Notes,Zanne et al Reference Number,Initials and References Used and Other Notes,Excluding Factor,density_source,need_density,decid_vs_ever,decid_vs_ever_source,woodland_vs_forest,woodland_vs_forest_source
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Cornaceae,NYSSA,,Nyssa sp,,,,,,,,,,,Allometry assigned using family.,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAAR,,Vaccinium arboreum,Farkleberry,,,,,,,,,,"kj assigned, based on Family, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Ericaceae,VAST,,Vaccinium stamineum,Deerberry,,,,,,,,,,"kj assigned, based on Family, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VIRO3,,Vitis rotundifolia,Muscadine,,,,,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Vitaceae,VITIS,,Vitis sp,,,,,,,,,,,"kj assigned, based on Order, spg not known; SR - not a tree, remove?",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Cornaceae,COFO,,Cornus foemina Mill.,"Dogwood, stiff",,,,,,,,,,"kj assigned, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Sterculiaceae,FRCA6,,Fremontodendron californicum,California flannelbush,,,,,,,,,,"kj assigned, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,TORA2,,Toxicodendron radicans,Poison ivy,,,,,,,,,,"kj assigned, spg not known",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Caprifoliaceae,VINU,,Viburnum nudum,Possumhaw,,,,,,,,,,"kj assigned, spg not known ",,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rhamnaceae,CEIN3,,Ceanothus integerrimus,Deerbrush,,,,,,,,,,"kj assigned, spg not known; SR- This is a shrub should probably be removed?",,,,,,,
WG_75,,,,Myrtaceae,EURH,,Eugenia rhombea,,,,,,,,,,,SR - SPG not known,Tropical,,,,,,
WG_75,H14,hardwood,Magnoliaceae,Magnoliaceae,MAMA2,,Magnolia macrophylla,Bigleaf magnolia,,,,,,,,,,"SR- originally listed as H7, but H14 seems to fit better",,,,,,,
WG_75,,,,Nyctaginaceae,GUOB,,Guapira obtusata,,,,,,,,,,,SR- SPG not known,Tropical,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Lauraceae,LIBE3,,Lindera benzoin,,,,,,,,,,,SR- SPG not known,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Lauraceae,PEPA37,,Persea palustris,,,,,,,,,,,SR- SPG not known,,,,,,,
WG_75,H14,hardwood,Magnoliaceae,Magnoliaceae,MATR,,Magnolia tripetala,,,,,,,,,,,SR- spg not known for species,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Styracaceae,HATE3,,Halesia tetraptera,,,,,,,,,,,SR- spg not known for species though Jenkins 2004 lists genus as 0.42; allometry assigned based on not fitting with other taxonomy assignments,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Cornaceae,CODR,,Cornus drummondii,,,,,,,,,,,SR- SPG not known; H7 based on Cornaceae,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Aquifoliaceae,ILCA,,Ilex cassine,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Aquifoliaceae,ILDE,,Ilex decidua,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Aquifoliaceae,ILMO,,Ilex montana,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Aquifoliaceae,ILMY,,Ilex myrtifolia,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Myricaceae,MOCE2,,Morella cerifera,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHCO,,Rhus copallinum,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae,RHGL,,Rhus glabra,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Sapotaceae,SILA20,,Sideroxylon lanuginosum,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Anacardiaceae ,TOVE,,Toxicodendron vernix,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,Rutaceae,ZAAM,,Zanthoxylum americanum,,,,,,,,,,,SR- SPG not known; H7 chosen due to family not represented in other group,,,,,,,
WG_75,,,,Sapindaceae,MEBI,,Melicoccus bijugatus,,,,,,,,,,,SR- SPG not known; non-native,non-native,,,,,,
WG_75,,,,Rutaceae,TEDA,,Tetradium daniellii,,,,,,,,,,,SR- SPG not known; non-native,non-native,,,,,,
WG_75,,,,Euphorbiaceae,TRSE6,,Triadica sebifera,,,,,,,,,,,SR- SPG not known; non-native,non-native,,,,,,
SMS,H9,,,Fabaceae,ABPR3,ABPR3,,,Abrus,precatorius,,,,,,,,,,,no,,,woodland,
SMS,H13,,,Hippocastanaceae,AEPA,AEPA,,,Aesculus,pavia,,,,,,,,,,,no,,,,
SMS,H9,,,Fabaceae,FABACE,FABACE,,,,sp.,,,,,,,,,,,no,,,,
SMS,H14,,,Magnoliaceae,MAGNO,MAGNO,,,Magnolia,sp.,,,,,,,,,,,no,,,,
SMS,,,,Betulaceae,COAM3,COAM3,,,Corylus,americana,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Betulaceae,COCOC2,COCOC2,,,Corylus,cornuta,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,FOAC,FOAC,,,Forestiera,acuminata,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,JAFL,JAFL,,,Jasminum,fluminense,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,LIJA,LIJA,,,Ligustrum,japonicum,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
SMS,,,,Oleaceae,LISI,LISI,,,Ligustrum,sinense,,,,,,,,,,genus not in Zanne et al 2009,yes,,,,
WG_75,H7,hardwood,Cornaceae/Ericaceae/Lauraceae/Platanaceae/Rosaceae/Ulmaceae/other,,2PLANT,,,,,,,,,,,,,,,,,,,,
SMS,H7,,,,2PLANT-H,2PLANT-H,,,,,,,,,,,,,,,,,,,
SMS,,,,,2PLANT-S,2PLANT-S,,,,,,,,,,,,,,,,,,,
SMS,H7,,,,OTHE,OTHE,,,,,,,,,,,,,,,,,,,
