"domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","mortonOrder","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",130,"Y",7.6,47,NA,"00775",7.4,"QUERC","Quercus sp.","3 - Heartwood sound",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",130,"Y",21.4,55,NA,"00021",20.4,"QUPA5","Quercus pagoda Raf.","3 - Heartwood sound",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",250,"Y",16.5,22,NA,"00774",1.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",250,"Y",57.3,32,NA,"00014",22.1,"QUERC","Quercus sp.","4 - Rotten throughout",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",250,"Y",61.9,46,NA,"00013",14.1,"QUPA5","Quercus pagoda Raf.","3 - Heartwood sound",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_050","2019-05-23T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",250,"Y",71,75.5,NA,"00185",27.7,"QUPA5","Quercus pagoda Raf.","2 - Sound round",3238,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_051","2019-05-29T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",270,"Y",2.7,7.5,NA,"L01",9.7,"CELA","Celtis laevigata Willd.","2 - Sound round",3563,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_051","2019-05-29T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",30,"Y",106.5,46,NA,"00755",30,"CAOV2","Carya ovata (Mill.) K. Koch","1 - Fresh fallen",3563,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_051","2019-05-29T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",30,"Y",128.5,40.5,NA,"00106",17.5,"QUERC","Quercus sp.","3 - Heartwood sound",3563,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_051","2019-05-29T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",150,"Y",5.2,19.5,NA,"00754",2.2,"QUNI","Quercus nigra L.","2 - Sound round",3563,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",350,"Y",0.1,9.72,NA,"L01",1.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",230,"Y",6.5,15,NA,"00750",3.7,"CELA","Celtis laevigata Willd.","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",350,"Y",5.4,40.39,NA,"00753",23.3,"QUNI","Quercus nigra L.","2 - Sound round",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",350,"Y",16.6,23,16,"00752",4.3,"QUERC","Quercus sp.","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",110,"Y",19.8,39,NA,"00305",21.2,"QUERC","Quercus sp.","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",110,"Y",159.2,44,NA,"00751",16.5,"QUNI","Quercus nigra L.","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_052","2019-06-05T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",230,"Y",37,55,51.5,"00749",9.3,"QUERC","Quercus sp.","3 - Heartwood sound",6315,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",100,"Y",0.1,3.5,NA,"L01",2.4,"CELA","Celtis laevigata Willd.","2 - Sound round",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",100,"Y",0.5,6.5,NA,"L02",1.6,"CATO6","Carya tomentosa (Lam.) Nutt.","3 - Heartwood sound",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",220,"Y",0,11,NA,"00729",10.4,"LIST2","Liquidambar styraciflua L.","2 - Sound round",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",340,"Y",17.4,25,NA,"00036",11.1,"CARYA","Carya sp.","3 - Heartwood sound",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",340,"Y",192.1,92.5,NA,"00010",9.4,"QUNI","Quercus nigra L.","3 - Heartwood sound",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_053","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",340,"Y",194.8,69,NA,"00191",9.1,"QUNI","Quercus nigra L.","3 - Heartwood sound",6934,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",0,"Y",0.1,10,NA,"00715",4,"QUERC","Quercus sp.","3 - Heartwood sound",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",0,"Y",0.4,4,NA,"L01",1,"QUNI","Quercus nigra L.","2 - Sound round",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",0,"Y",72.4,30,NA,"00714",9.9,"QUPA5","Quercus pagoda Raf.","2 - Sound round",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",120,"Y",25,29.5,NA,"00181",14.1,"CAOV2","Carya ovata (Mill.) K. Koch","2 - Sound round",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",120,"Y",30,21,NA,"00178",2.2,"QUNI","Quercus nigra L.","4 - Rotten throughout",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",120,"Y",32.5,33,NA,"00175",12.3,"QULY","Quercus lyrata Walter","3 - Heartwood sound",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",120,"Y",37.3,77,NA,"00712",28.7,"QUNI","Quercus nigra L.","2 - Sound round",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",120,"Y",42.4,39,NA,"00174",4.5,"QUERC","Quercus sp.","4 - Rotten throughout",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_054","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",240,"Y",1.3,17.8,NA,"00711",12.1,"QUPA5","Quercus pagoda Raf.","2 - Sound round",10726,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",4.2,13,NA,"00724",3.9,"CATO6","Carya tomentosa (Lam.) Nutt.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",14.3,18,NA,"00723",3.1,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",14.3,14.5,NA,"00722",2,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",15.5,15,NA,"00721",1.8,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",17.6,30,NA,"00720",10.5,"ACRU","Acer rubrum L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",29.6,22,NA,"00719",3,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",45.4,51,NA,"00718",12.3,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",210,"Y",162.8,51,NA,"00718",12.3,"QUNI","Quercus nigra L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",330,"Y",1.7,9,NA,"L01",2.3,"ACRU","Acer rubrum L.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",90,"Y",71.1,50,NA,"00717",27,"CATO6","Carya tomentosa (Lam.) Nutt.","1 - Fresh fallen",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",90,"Y",72.4,33,NA,"00716",10,"CATO6","Carya tomentosa (Lam.) Nutt.","1 - Fresh fallen",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_055","2019-06-11T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",90,"Y",235.1,61,NA,"00047",20.1,"QUPA5","Quercus pagoda Raf.","2 - Sound round",13419,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",170,"Y",4.6,33,31.5,"00896",4.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",170,"Y",12.5,22.2,NA,"00895",14.4,"QUERC","Quercus sp.","3 - Heartwood sound",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",170,"Y",30.9,20,NA,"00894",2.1,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",170,"Y",180.6,75,NA,"00893",10.4,"QUERC","Quercus sp.","3 - Heartwood sound",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",50,"Y",50.6,29,NA,"00892",6.5,"CELA","Celtis laevigata Willd.","3 - Heartwood sound",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",290,"Y",7.2,21,NA,"00011",8.5,"ULAL","Ulmus alata Michx.","3 - Heartwood sound",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",290,"Y",91.6,44.5,NA,"00891",8.2,"QUPA5","Quercus pagoda Raf.","3 - Heartwood sound",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_056","2019-06-13T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vD",290,"Y",126.7,58,NA,"00890",27.6,"QUNI","Quercus nigra L.","2 - Sound round",14118,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",220,"Y",9.9,11.5,NA,"00983",6.4,"CECAC","Cercis canadensis L. var. canadensis","3 - Heartwood sound",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",220,"Y",12.5,31.9,NA,"00982",12.1,"CAOVA","Carya ovata (Mill.) K. Koch var. australis (Ashe) Little","3 - Heartwood sound",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",220,"Y",186.9,59.3,NA,"00981",23,"CATO6","Carya tomentosa (Lam.) Nutt.","2 - Sound round",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",340,"Y",0.45,2.8,NA,"L01",2.7,"QUPA5","Quercus pagoda Raf.","1 - Fresh fallen",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",340,"Y",2,7.5,NA,"L02",3,"QUAL","Quercus alba L.","2 - Sound round",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
"D08","DELA","DELA_059","2019-05-22T00:00:00.000Z",2019,"CDW.2019.DELA","5","NEON.DOC.001711vF",100,"Y",1.7,3.8,NA,"L03",3.4,"CELA","Celtis laevigata Willd.","2 - Sound round",898,"DELA","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst",1600,""
