"","plotid_parent","domainid","siteid","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"492","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",40,8.1,"ACRU","4 - Rotten throughout","L01",1.9,3.4,"ACRU","Y","5-10cm","4"
"496","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",280,57.5,"QUERC","5 - No structural integrity","00370",240.3,2.9,"QUERC","Y",">=10cm","5"
"497","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",40,26.9,"QUAL","3 - Heartwood sound","00368",130.6,15.5,"QUAL","Y",">=10cm","3"
"498","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",280,27.1,"QUMO4","3 - Heartwood sound","00371",261.2,14.3,"QUMO4","Y",">=10cm","3"
"499","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",160,7.2,"ACRU","3 - Heartwood sound","L02",2.6,4,"ACRU","Y","5-10cm","3"
"500","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",160,14.2,"QURU","2 - Sound round","00372",11.2,4,"QURU","Y",">=10cm","2"
"501","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",160,22,"QUAL","3 - Heartwood sound","00136",35.8,16.9,"QUAL","Y",">=10cm","3"
"502","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",160,28.6,"PIST","3 - Heartwood sound","00139",57.4,15.5,"PIST","Y",">=10cm","3"
"503","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",40,18.4,"QUAL","3 - Heartwood sound","00368",130.6,15.5,"QUAL","Y",">=10cm","3"
"505","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",280,32.2,"PIEC2","3 - Heartwood sound","00133",43.3,25.5,"PIEC2","Y",">=10cm","3"
"506","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",280,49.4,"QUMO4","3 - Heartwood sound","00371",261.2,14.3,"QUMO4","Y",">=10cm","3"
"508","ORNL_059","D07","ORNL","2019-06-04T00:00:00.000Z",5,"12 particles tallied",280,24,"ACRU","3 - Heartwood sound","00369",21.6,6.5,"ACRU","Y",">=10cm","3"
"518","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,15.4,"QURU","3 - Heartwood sound","00381",19.4,3.9,"QURU","Y",">=10cm","3"
"520","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,33.6,"PIEC2","5 - No structural integrity","00383",73.3,13.1,"PIEC2","Y",">=10cm","5"
"522","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,51.1,"PIEC2","5 - No structural integrity","00384",158,10.1,"PIEC2","Y",">=10cm","5"
"524","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,15.2,"QURU","3 - Heartwood sound","00106",18.2,17.1,"QURU","Y",">=10cm","3"
"527","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,13.5,"ACRU","2 - Sound round","00380",0.9,4.8,"ACRU","Y",">=10cm","2"
"529","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,27.5,"LITU","3 - Heartwood sound","00105",13.9,12.15,"LITU","Y",">=10cm","3"
"531","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,35.6,"PIEC2","5 - No structural integrity","00382",62.4,19.3,"PIEC2","Y",">=10cm","5"
"535","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,32.1,"QUMO4","3 - Heartwood sound","00104",0.1,18.8,"QUMO4","Y",">=10cm","3"
"536","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",300,4.8,"QUAL","2 - Sound round","L01",1.7,2.2,"QUAL","Y","2-5cm","2"
"539","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",300,57.2,"CATO6","2 - Sound round","00100",9.3,14.6,"CATO6","Y",">=10cm","2"
"542","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",300,20.4,"CATO6","2 - Sound round","00100",9.6,14.6,"CATO6","Y",">=10cm","2"
"546","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",300,9.8,"CATO6","2 - Sound round","L02",3.6,2.9,"CATO6","Y","5-10cm","2"
"547","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",300,22.9,"CATO6","2 - Sound round","00100",9.3,14.7,"CATO6","Y",">=10cm","2"
"548","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,40.5,"PIEC2","5 - No structural integrity","00108",52.3,18.2,"PIEC2","Y",">=10cm","5"
"549","ORNL_060","D07","ORNL","2019-06-06T00:00:00.000Z",5,"16 particles tallied",180,48.7,"PIEC2","5 - No structural integrity","00107",34.6,21.7,"PIEC2","Y",">=10cm","5"
"554","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,15.5,"QUVE","3 - Heartwood sound","00334",7.8,19.3,"QUVE","Y",">=10cm","3"
"555","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",230,41.1,"QUAL","3 - Heartwood sound","00338",118.5,8.7,"QUAL","Y",">=10cm","3"
"556","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",350,36.7,"LITU","3 - Heartwood sound","00339",86.6,1.6,"LITU","Y",">=10cm","3"
"558","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",350,19,"LITU","4 - Rotten throughout","00337",13.5,4.4,"LITU","Y",">=10cm","4"
"559","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,20.8,"PIEC2","4 - Rotten throughout","00335",11.6,11.6,"PIEC2","Y",">=10cm","4"
"561","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",350,54,"LITU","3 - Heartwood sound","00340",175.7,28.8,"LITU","Y",">=10cm","3"
"562","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,17.8,"QUVE","3 - Heartwood sound","00334",7.8,19.3,"QUVE","Y",">=10cm","3"
"565","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,14.8,"PIST","5 - No structural integrity","00333",6.7,6.2,"PIST","Y",">=10cm","5"
"568","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,10.4,"QUVE","3 - Heartwood sound","00334",7.8,19.3,"QUVE","Y",">=10cm","3"
"571","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,18,"PIEC2","4 - Rotten throughout","00147",14.6,9.2,"PIEC2","Y",">=10cm","4"
"572","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,31.7,"ACRU","4 - Rotten throughout","00046",16,15.8,"ACRU","Y",">=10cm","4"
"573","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,18.3,"QUVE","3 - Heartwood sound","00334",7.8,19.3,"QUVE","Y",">=10cm","3"
"574","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,6,"QUVE","2 - Sound round","L01",0.7,1.3,"QUVE","Y","5-10cm","2"
"575","ORNL_061","D07","ORNL","2019-05-28T00:00:00.000Z",5,"14 particles tallied",110,71.1,"PIEC2","4 - Rotten throughout","00336",140.5,2,"PIEC2","Y",">=10cm","4"
"579","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",160,21.2,"LITU","3 - Heartwood sound","00391",30.1,11.3,"LITU","Y",">=10cm","3"
"585","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",280,16.3,"QUMO4","4 - Rotten throughout","00392",9.6,5.5,"QUMO4","Y",">=10cm","4"
"586","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",160,12.6,"QURU","3 - Heartwood sound","00390",11.2,20.7,"QURU","Y",">=10cm","3"
"588","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",160,17.1,"QURU","3 - Heartwood sound","00389",10.7,7.5,"QURU","Y",">=10cm","3"
"589","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",40,62.7,"QUMO4","3 - Heartwood sound","00388",177,21.5,"QUMO4","Y",">=10cm","3"
"592","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",280,7.3,"QURU","4 - Rotten throughout","L01",1.5,3.2,"QURU","Y","5-10cm","4"
"593","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",40,10.6,"ACRU","2 - Sound round","00387",8.6,4.4,"ACRU","Y",">=10cm","2"
"595","ORNL_062","D07","ORNL","2019-06-13T00:00:00.000Z",5,"8 particles tallied",280,8.5,"ACRU","2 - Sound round","L02",4.7,5.3,"ACRU","Y","5-10cm","2"
"598","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,16,"PINUS","5 - No structural integrity","00165",7.2,6.6,"PINUS","Y",">=10cm","5"
"599","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,51.1,"QURU","3 - Heartwood sound","00346",129.2,32.8,"QURU","Y",">=10cm","3"
"601","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,3.7,"PIST","3 - Heartwood sound","L01",0.6,1.5,"PIST","Y","2-5cm","3"
"605","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,9.6,"PINUS","5 - No structural integrity","L02",6.9,4.1,"PINUS","Y","5-10cm","5"
"606","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,47.7,"QUMO4","3 - Heartwood sound","00172",71.7,22,"QUMO4","Y",">=10cm","3"
"607","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,16.5,"PIEC2","4 - Rotten throughout","00344",18.6,8.6,"PIEC2","Y",">=10cm","4"
"613","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,59.7,"QURU","3 - Heartwood sound","00348",171.3,21.6,"QURU","Y",">=10cm","3"
"616","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,21.4,"PINUS","5 - No structural integrity","00343",7.6,6.4,"PINUS","Y",">=10cm","5"
"617","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,52.8,"QURU","3 - Heartwood sound","00347",150.3,8,"QURU","Y",">=10cm","3"
"619","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,15.4,"PINUS","5 - No structural integrity","00167",12.1,8.5,"PINUS","Y",">=10cm","5"
"627","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",250,25.3,"PIEC2","3 - Heartwood sound","00177",42.2,23.3,"PIEC2","Y",">=10cm","3"
"629","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",130,15.1,"ACRU","3 - Heartwood sound","00175",16.1,10.5,"ACRU","Y",">=10cm","3"
"632","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,58.5,"QUMO4","3 - Heartwood sound","00171",70.5,32,"QUMO4","Y",">=10cm","3"
"633","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",10,17.4,"PIEC2","3 - Heartwood sound","00345",19.4,10.3,"PIEC2","Y",">=10cm","3"
"634","ORNL_063","D07","ORNL","2019-05-29T00:00:00.000Z",5,"15 particles tallied",250,31.7,"PIEC2","5 - No structural integrity","00176",20,6.1,"PIEC2","Y",">=10cm","5"
