"mortonOrder","plotID","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"2937720","HARV_053","HARV","","tower","phenology","phe","40000","primary"
"10900","HARV_058","HARV","mixedForest","distributed","basePlot","all|div","1600",
"11156","HARV_059","HARV","mixedForest","distributed","basePlot","all|div","1600",
"12568","HARV_063","HARV","woodyWetlands","distributed","basePlot","all|div","1600",
"38008","HARV_073","HARV","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"18776","HARV_074","HARV","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"18968","HARV_075","HARV","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"12056","HARV_076","HARV","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"17752","HARV_077","HARV","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"24600","HARV_078","HARV","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"77336","HARV_079","HARV","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"47896","HARV_080","HARV","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"66576","HARV_081","HARV","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"576404","HARV_082","HARV","woodyWetlands","distributed","mosquitoPoint","mos|mpt","0",
"3810168","HARV_083","HARV","","tower","phenology","phe","40000","phenocam"
"241","HEAL_014","HEAL","shrubScrub","distributed","tickPlot","tck","1600",
"245","HEAL_015","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"341","HEAL_016","HEAL","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"341","HEAL_016","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"349","HEAL_017","HEAL","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"413","HEAL_018","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"449","HEAL_019","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"477","HEAL_020","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"497","HEAL_021","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"533","HEAL_022","HEAL","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"593","HEAL_023","HEAL","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"657","HEAL_024","HEAL","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"893","HEAL_025","HEAL","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"2565","HEAL_026","HEAL","evergreenForest","distributed","basePlot","all|bet|div","1600",
"2565","HEAL_026","HEAL","evergreenForest","distributed","tickPlot","tck","1600",
"2845","HEAL_027","HEAL","evergreenForest","distributed","basePlot","all|div","1600",
"3805","HEAL_028","HEAL","evergreenForest","distributed","basePlot","all|div","1600",
"4061","HEAL_029","HEAL","evergreenForest","distributed","basePlot","all|div","1600",
"361","HEAL_030","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"285","HEAL_031","HEAL","dwarfScrub","distributed","mammalGrid","mam","8100","diversity"
"689","HEAL_032","HEAL","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"2225","HEAL_033","HEAL","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"3269","HEAL_034","HEAL","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"881","HEAL_035","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"10325","HEAL_036","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"11477","HEAL_037","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"17237","HEAL_038","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"19541","HEAL_039","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"36209","HEAL_040","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"46257","HEAL_041","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"63773","HEAL_042","HEAL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"66261","HEAL_043","HEAL","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"88517","HEAL_044","HEAL","dwarfScrub","distributed","mosquitoPoint","mos|mpt","0",
"617","HEAL_045","HEAL","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"681","HEAL_046","HEAL","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"1641","HEAL_047","HEAL","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"1705","HEAL_048","HEAL","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"2729","HEAL_049","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"2985","HEAL_050","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"4713","HEAL_051","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"4777","HEAL_052","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"5737","HEAL_053","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"7081","HEAL_054","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"7785","HEAL_055","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"7849","HEAL_056","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"8809","HEAL_057","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"8873","HEAL_058","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"9833","HEAL_059","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"9897","HEAL_060","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"10409","HEAL_061","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"10921","HEAL_062","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"11945","HEAL_063","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"12201","HEAL_064","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"12905","HEAL_065","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"12969","HEAL_066","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"15017","HEAL_067","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"15273","HEAL_068","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"17065","HEAL_069","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"18089","HEAL_070","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"19369","HEAL_071","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"21097","HEAL_072","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"21161","HEAL_073","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"22121","HEAL_074","HEAL","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"6276","BARR_057","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"6660","BARR_058","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"7284","BARR_059","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"8436","BARR_060","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"9332","BARR_061","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"10356","BARR_062","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"10372","BARR_063","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"11892","BARR_064","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"12532","BARR_065","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"12916","BARR_066","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"13428","BARR_067","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"14852","BARR_068","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"15476","BARR_069","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"15988","BARR_070","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"17012","BARR_071","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"17524","BARR_072","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"17540","BARR_073","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"17924","BARR_074","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"18676","BARR_075","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"19572","BARR_076","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"21620","BARR_077","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"24820","BARR_078","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"25204","BARR_079","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"25716","BARR_080","BARR","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"8904","TOOL_045","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"10968","TOOL_046","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"13000","TOOL_047","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"15064","TOOL_048","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"18120","TOOL_049","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"21192","TOOL_050","TOOL","","tower","basePlot","all|bbc|cdw|dhp|hbp|ltr|vst","400",
"108117","HEAL_075","HEAL","","tower","phenology","phe","40000","phenocam"
"131753","HEAL_076","HEAL","","tower","phenology","phe","40000","primary"
"753","HEAL_077","HEAL","shrubScrub","distributed","basePlot","all|div","1600",
"22","JERC_001","JERC","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"34","JERC_002","JERC","evergreenForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"34","JERC_002","JERC","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"34","JERC_002","JERC","evergreenForest","distributed","tickPlot","tck","1600",
"34","JERC_002","JERC","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"82","JERC_003","JERC","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"82","JERC_003","JERC","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"82","JERC_003","JERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"98","JERC_004","JERC","cultivatedCrops","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"98","JERC_004","JERC","cultivatedCrops","distributed","tickPlot","tck","1600",
"99","JERC_005","JERC","evergreenForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"99","JERC_005","JERC","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"99","JERC_005","JERC","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"123","JERC_006","JERC","mixedForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"123","JERC_006","JERC","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"123","JERC_006","JERC","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"218","JERC_007","JERC","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"251","JERC_008","JERC","mixedForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"290","JERC_009","JERC","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"290","JERC_009","JERC","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"302","JERC_010","JERC","deciduousForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"302","JERC_010","JERC","deciduousForest","distributed","tickPlot","tck","1600",
"306","JERC_011","JERC","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"306","JERC_011","JERC","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"306","JERC_011","JERC","evergreenForest","distributed","tickPlot","tck","1600",
"315","JERC_012","JERC","cultivatedCrops","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"324","JERC_013","JERC","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"324","JERC_013","JERC","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"355","JERC_014","JERC","cultivatedCrops","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"379","JERC_015","JERC","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"434","JERC_016","JERC","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"443","JERC_017","JERC","evergreenForest","distributed","basePlot","all|div","1600",
"546","JERC_018","JERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"562","JERC_019","JERC","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"562","JERC_019","JERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"578","JERC_020","JERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"580","JERC_021","JERC","evergreenForest","distributed","basePlot","all|div","1600",
"622","JERC_022","JERC","evergreenForest","distributed","basePlot","all|div","1600",
"822","JERC_028","JERC","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"822","JERC_028","JERC","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"834","JERC_029","JERC","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"882","JERC_030","JERC","mixedForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"894","JERC_031","JERC","mixedForest","distributed","basePlot","all|div","1600",
"894","JERC_031","JERC","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"955","JERC_033","JERC","mixedForest","distributed","basePlot","all|div","1600",
"1018","JERC_034","JERC","deciduousForest","distributed","basePlot","all|div","1600",
"1035","JERC_035","JERC","deciduousForest","distributed","basePlot","all|div","1600",
"1074","JERC_036","JERC","deciduousForest","distributed","basePlot","all|div","1600",
"1646","JERC_042","JERC","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"158","JERC_047","JERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"574","JERC_048","JERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"830","JERC_049","JERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"926","JERC_050","JERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"1342","JERC_051","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1506","JERC_052","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2018","JERC_053","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2462","JERC_054","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2530","JERC_055","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2770","JERC_056","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3038","JERC_057","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4066","JERC_058","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"7742","JERC_059","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8510","JERC_060","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"12770","JERC_061","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"14238","JERC_062","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15330","JERC_063","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"22750","JERC_064","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"52542","JERC_065","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"61246","JERC_066","JERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"21986","JERC_067","JERC","","tower","phenology","phe","40000","primary"
"68","JERC_069","JERC","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"154","JERC_070","JERC","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"210","JERC_071","JERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"250","JERC_072","JERC","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"254","JERC_073","JERC","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"694","JERC_074","JERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"854","JERC_076","JERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"942","JERC_077","JERC","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"1730","JERC_078","JERC","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"2038","JERC_079","JERC","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"17106","JERC_080","JERC","","tower","phenology","phe","40000","phenocam"
"164","JORN_001","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"164","JORN_001","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"164","JORN_001","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"164","JORN_001","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"420","JORN_002","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"420","JORN_002","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"484","JORN_003","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"484","JORN_003","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"484","JORN_003","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"500","JORN_004","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"500","JORN_004","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"500","JORN_004","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"548","JORN_005","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"548","JORN_005","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"548","JORN_005","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"676","JORN_006","JORN","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"676","JORN_006","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"676","JORN_006","JORN","shrubScrub","distributed","tickPlot","tck","1600",
"740","JORN_007","JORN","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"740","JORN_007","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"740","JORN_007","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"932","JORN_008","JORN","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"932","JORN_008","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"996","JORN_009","JORN","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1012","JORN_010","JORN","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1188","JORN_011","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1188","JORN_011","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"1444","JORN_012","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1444","JORN_012","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"1524","JORN_013","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1700","JORN_014","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1764","JORN_015","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1956","JORN_016","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2020","JORN_017","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2020","JORN_017","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"2036","JORN_018","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2036","JORN_018","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"2036","JORN_018","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"2276","JORN_019","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2532","JORN_020","JORN","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2548","JORN_021","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"2596","JORN_022","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"2612","JORN_023","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"2724","JORN_024","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"2788","JORN_025","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"3044","JORN_026","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"3060","JORN_027","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"3108","JORN_028","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"3236","JORN_029","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"3300","JORN_030","JORN","shrubScrub","distributed","basePlot","all|div","1600",
"2468","JORN_031","JORN","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"2468","JORN_031","JORN","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"8740","JORN_032","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"12276","JORN_033","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"12452","JORN_034","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"16420","JORN_035","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"17124","JORN_036","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"23972","JORN_037","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"26596","JORN_038","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"32164","JORN_039","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"37028","JORN_040","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"39652","JORN_041","JORN","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"13796","JORN_042","JORN","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"77284","JORN_043","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"144868","JORN_044","JORN","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"161252","JORN_045","JORN","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"182756","JORN_046","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"226788","JORN_047","JORN","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"234980","JORN_048","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"297444","JORN_049","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"407012","JORN_050","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"423396","JORN_051","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"431588","JORN_052","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"456164","JORN_053","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"472548","JORN_054","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"488932","JORN_055","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"497124","JORN_056","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"538084","JORN_057","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"601572","JORN_058","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"620004","JORN_059","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"749028","JORN_060","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"751076","JORN_061","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"800228","JORN_062","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"1045988","JORN_063","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"1144292","JORN_064","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"1308132","JORN_065","JORN","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
