"eventid","individualid","stemdiameter","growthform","plantstatus","siteid","plotid","subplotid","taxonid"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04408",NA,"small shrub","Standing dead","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04409",NA,"small shrub","Standing dead","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04410",NA,"small shrub","Standing dead","KONZ","KONZ_055","32","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04411",NA,"small shrub","Standing dead","KONZ","KONZ_055","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04412",NA,"small shrub","Standing dead","KONZ","KONZ_055","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04413",NA,"small shrub","Standing dead","KONZ","KONZ_055","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04414",NA,"small shrub","Standing dead","KONZ","KONZ_055","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04415",NA,"small shrub","Standing dead","KONZ","KONZ_055","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04416",NA,"small shrub","Standing dead","KONZ","KONZ_044","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04417",NA,"small shrub","Standing dead","KONZ","KONZ_044","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04418",NA,"small shrub","Standing dead","KONZ","KONZ_044","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04419",NA,"small shrub","Standing dead","KONZ","KONZ_044","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04420",NA,"small shrub","Live","KONZ","KONZ_071","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04421",NA,"small shrub","Live","KONZ","KONZ_071","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04422",NA,"small shrub","Live","KONZ","KONZ_071","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04423",NA,"small shrub","Live","KONZ","KONZ_071","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04424",NA,"small shrub","Standing dead","KONZ","KONZ_071","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04425",NA,"small shrub","Standing dead","KONZ","KONZ_071","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04426",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04427",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04428",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04429",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04430",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04431",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04432",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04433",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04434",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04435",1.3,"small tree","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04436",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04437",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04438",1.3,"small tree","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04439",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04440",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04441",NA,"sapling","Live","KONZ","KONZ_071","40","CECA4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04442",NA,"small shrub","Live","KONZ","KONZ_071","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04443",NA,"small shrub","Live","KONZ","KONZ_071","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04444",NA,"small shrub","Live","KONZ","KONZ_071","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04445",NA,"small shrub","Live","KONZ","KONZ_062","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04447",NA,"small shrub","Standing dead","KONZ","KONZ_062","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04448",NA,"small shrub","Live","KONZ","KONZ_062","41","CEANO"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04579",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04580",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04581",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04582",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04584",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04585",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04586",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04587",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04588",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04589",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04590",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04591",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04592",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04593",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04594",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04595",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04596",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04597",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04598",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04599",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04600",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04640",NA,"small shrub","Live","KONZ","KONZ_042","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04641",NA,"small shrub","Live","KONZ","KONZ_042","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04642",NA,"small shrub","Live","KONZ","KONZ_042","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04653",NA,"small shrub","Live","KONZ","KONZ_042","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04654",NA,"small shrub","Live","KONZ","KONZ_042","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04655",NA,"small shrub","Live","KONZ","KONZ_042","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04656",NA,"small shrub","Standing dead","KONZ","KONZ_042","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04683",NA,"small shrub","Live","KONZ","KONZ_062","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.04797",NA,"small shrub","Standing dead","KONZ","KONZ_044","40","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05027",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05028",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05029",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05030",NA,"small shrub","Live","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05031",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05032",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05033",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05034",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05035",NA,"small shrub","Standing dead","KONZ","KONZ_068","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05036",NA,"small shrub","Standing dead","KONZ","KONZ_068","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05037",NA,"small shrub","Live, physically damaged","KONZ","KONZ_042","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05038",NA,"small shrub","Live","KONZ","KONZ_042","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05039",NA,NA,"No longer qualifies","KONZ","KONZ_056","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05040",NA,"small shrub","Standing dead","KONZ","KONZ_056","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05041",NA,"small shrub","Live","KONZ","KONZ_056","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05042",NA,"small shrub","Live","KONZ","KONZ_056","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05043",NA,"small shrub","Live","KONZ","KONZ_056",NA,"RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05044",NA,NA,"No longer qualifies","KONZ","KONZ_056","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05045",NA,"small shrub","Live","KONZ","KONZ_056","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05046",NA,"small shrub","Standing dead","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05047",NA,"small shrub","Standing dead","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05048",NA,"small shrub","Live","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05049",NA,"small shrub","Standing dead","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05050",NA,"small shrub","Standing dead","KONZ","KONZ_070","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05051",NA,"small shrub","Live","KONZ","KONZ_070","41","RHAR4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05052",NA,"small shrub","Live","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05053",NA,"small shrub","Standing dead","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05054",NA,"small shrub","Live","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05055",NA,NA,"No longer qualifies","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05056",NA,"small shrub","Standing dead","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05057",NA,"small shrub","Live","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05058",NA,"small shrub","Standing dead","KONZ","KONZ_070","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05059",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05060",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05061",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05062",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05063",NA,"small shrub","Live","KONZ","KONZ_062","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05064",NA,"small shrub","Live","KONZ","KONZ_062","40","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05065",3.2,"single shrub","Live","KONZ","KONZ_069","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05101",NA,"small shrub","Live","KONZ","KONZ_044","31","RHAR4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05102",NA,"small shrub","Live","KONZ","KONZ_044","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05103",NA,"small shrub","Standing dead","KONZ","KONZ_044","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05104",NA,"small shrub","Standing dead","KONZ","KONZ_044","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05105",NA,"small shrub","Live","KONZ","KONZ_044","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05106",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05107",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05108",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05109",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05110",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05111",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05112",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05113",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05114",NA,"small shrub","Standing dead","KONZ","KONZ_051","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05115",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05116",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05117",NA,"small shrub","Standing dead","KONZ","KONZ_050","32","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05118",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05119",NA,"small shrub","Live","KONZ","KONZ_064","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05120",2.2,"liana","Live","KONZ","KONZ_064","40","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05121",1.2,"single shrub","Live","KONZ","KONZ_064","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05122",NA,NA,"No longer qualifies","KONZ","KONZ_064","40","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05124",NA,"small shrub","Live","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05125",NA,NA,"No longer qualifies","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05126",NA,"small shrub","Live","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05127",NA,"small shrub","Standing dead","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05128",NA,"small shrub","Live","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05129",NA,NA,"No longer qualifies","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05130",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05131",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05132",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05133",NA,"small shrub","Standing dead","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05134",NA,"small shrub","Live","KONZ","KONZ_055","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05135",NA,"small shrub","Standing dead","KONZ","KONZ_043","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05136",NA,"small shrub","Standing dead","KONZ","KONZ_043","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05142",NA,"small shrub","Live","KONZ","KONZ_043","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05143",NA,"small shrub","Standing dead","KONZ","KONZ_043","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05144",NA,"small shrub","Live","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05145",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05146",NA,"small shrub","Standing dead","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05147",NA,"small shrub","Standing dead","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05148",1.1,"single shrub","Standing dead","KONZ","KONZ_061","31","ZAAM"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05149",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05150",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05501",NA,"small shrub","Live","KONZ","KONZ_058","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05502",NA,"small shrub","Live","KONZ","KONZ_058","40","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05503",NA,NA,"No longer qualifies","KONZ","KONZ_058","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05504",NA,"small shrub","Live","KONZ","KONZ_058","32","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05505",NA,NA,"No longer qualifies","KONZ","KONZ_058","32","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05506",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05507",NA,"small shrub","Live","KONZ","KONZ_043","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05508",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05509",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05510",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05511",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05512",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05513",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05514",NA,"small shrub","Live","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05515",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05516",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05517",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05518",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05519",NA,NA,"No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05520",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05521",NA,NA,"Downed","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05522",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05523",NA,"small shrub","No longer qualifies","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05524",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05525",NA,"small shrub","Live, physically damaged","KONZ","KONZ_043","31","RHAR4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05526",NA,NA,"No longer qualifies","KONZ","KONZ_043","40","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05527",NA,"small shrub","Standing dead","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05528",NA,"small shrub","Live","KONZ","KONZ_043","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05529",NA,NA,"No longer qualifies","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05530",NA,NA,"No longer qualifies","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05531",NA,"small shrub","Standing dead","KONZ","KONZ_048","31","RHAR4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05532",NA,NA,"No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05533",NA,"small shrub","Live","KONZ","KONZ_048","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05534",NA,NA,"No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05535",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05536",NA,NA,"No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05537",NA,"small shrub","No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05538",NA,"small shrub","No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05539",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05540",NA,NA,"No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05541",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05542",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","PRAN3"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05543",NA,NA,"No longer qualifies","KONZ","KONZ_048","41","PRAN3"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05544",NA,NA,"No longer qualifies","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05545",NA,NA,"No longer qualifies","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05546",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05547",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.05548",NA,"small shrub","Live","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05549",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05550",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05551",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05552",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05553",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05554",NA,"small shrub","Standing dead","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05555",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05556",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05557",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05558",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05559",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05560",NA,"small shrub","Standing dead","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05561",NA,"small shrub","Standing dead","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.05562",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.05563",NA,NA,"No longer qualifies","KONZ","KONZ_048","32","CODR"
