"individualid","pointid","stemdistance","stemazimuth","taxonid"
"NEON.PLA.D16.WREF.05296","39",14.8,70.5,"TSHE"
"NEON.PLA.D16.WREF.05295","39",14.5,52.9,"TSHE"
"NEON.PLA.D16.WREF.05294","39",18.7,71.8,"PSMEM"
"NEON.PLA.D16.WREF.05292","43",6.5,288.2,"PSMEM"
"NEON.PLA.D16.WREF.05291","43",9.6,277.6,"TSHE"
"NEON.PLA.D16.WREF.05290","43",9.8,278.5,"TSHE"
"NEON.PLA.D16.WREF.05288","43",7.6,308.9,"TSHE"
"NEON.PLA.D16.WREF.05287","43",11.1,303.3,"PSMEM"
"NEON.PLA.D16.WREF.05286","43",15.3,284.4,"PSMEM"
"NEON.PLA.D16.WREF.05285","43",16.3,284.1,"TSHE"
"NEON.PLA.D16.WREF.05289","43",10.5,282.4,"TSHE"
"NEON.PLA.D16.WREF.05284","43",14.6,272.2,"TSHE"
"NEON.PLA.D16.WREF.05283","43",9.9,341.5,"TSHE"
"NEON.PLA.D16.WREF.05282",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05281",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05280",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05279",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05278",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05277",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05276",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05275",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05274",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05273",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05272",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05271",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.05270","25",15.4,346.1,"PSMEM"
"NEON.PLA.D16.WREF.05269",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05268",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05267",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05266",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.05265",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05264","25",7.5,285.1,"PSMEM"
"NEON.PLA.D16.WREF.05263","25",16.4,279.2,"PSMEM"
"NEON.PLA.D16.WREF.05262","25",17.3,282.8,"PSMEM"
"NEON.PLA.D16.WREF.05261","25",18.2,281.4,"TSHE"
"NEON.PLA.D16.WREF.05260","25",18.6,279.5,"TSHE"
"NEON.PLA.D16.WREF.05259","25",20.7,294.7,"TSHE"
"NEON.PLA.D16.WREF.05256","43",4.6,303.7,"PSMEM"
"NEON.PLA.D16.WREF.05255","43",10.8,332,"TSHE"
"NEON.PLA.D16.WREF.05253","43",12.5,325,"PSMEM"
"NEON.PLA.D16.WREF.05252","43",13.5,320.8,"PSMEM"
"NEON.PLA.D16.WREF.05251","43",18.2,333.2,"PSMEM"
"NEON.PLA.D16.WREF.05250","43",18.8,342.8,"TSHE"
"NEON.PLA.D16.WREF.05249","59",0,145.6,"TSHE"
"NEON.PLA.D16.WREF.05247","59",9.1,161,"PSMEM"
"NEON.PLA.D16.WREF.05246","43",16,274.9,"PSMEM"
"NEON.PLA.D16.WREF.05245","43",12.3,270.4,"PSMEM"
"NEON.PLA.D16.WREF.05238",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05237",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05236",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05235",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05234",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05233",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05232",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05230",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05228",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05227",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05223",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05222",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05220",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05218",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05217",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05212",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05211",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05210",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05208",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05205",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05203",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05202",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05201",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05399",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05398",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05390",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02459","41",13.8,18.3,"TSHE"
"NEON.PLA.D16.WREF.02460","41",13.9,20.3,"PSMEM"
"NEON.PLA.D16.WREF.02461","61",12.4,253.2,"PSMEM"
"NEON.PLA.D16.WREF.02462","61",13.5,262.1,"PSMEM"
"NEON.PLA.D16.WREF.02463","61",11.5,251.7,"TSHE"
"NEON.PLA.D16.WREF.02464","59",1,95.6,"TSHE"
"NEON.PLA.D16.WREF.02465",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02466",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02467",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02468",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02472",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02470",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02471",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02473",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02474",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02475",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02476",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02477",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02478",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02479",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02480",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02481",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02483",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02484",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02485",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02486",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02487",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02488",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02489",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02490",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02491",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02492",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.02493",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02494",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02495",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02496",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02497",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02302","43",14.1,355,"TSHE"
"NEON.PLA.D16.WREF.02320","43",15,356.5,"TSHE"
"NEON.PLA.D16.WREF.02315","43",12.4,334.2,"PSMEM"
"NEON.PLA.D16.WREF.02323","43",13.1,350,"PSMEM"
"NEON.PLA.D16.WREF.02400","43",10.8,344.6,"PSMEM"
"NEON.PLA.D16.WREF.02312",NA,NA,NA,"COCOC"
"NEON.PLA.D16.WREF.02325",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02308",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02309","43",15.1,266.2,"TSHE"
"NEON.PLA.D16.WREF.02326","41",2.8,90.7,"PSMEM"
"NEON.PLA.D16.WREF.02306","43",17.2,269.7,"PSMEM"
"NEON.PLA.D16.WREF.02314",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02318",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02317",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02307",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02304",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02321",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02319",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02303",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.02316",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02322",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02305",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02324",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02313",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02333",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02329",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02330",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02339","43",15.7,301.7,"TSHE"
"NEON.PLA.D16.WREF.02338",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02345",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02337","41",11.1,30.7,"TSHE"
"NEON.PLA.D16.WREF.02342","41",11.6,18.3,"PSMEM"
"NEON.PLA.D16.WREF.02346","41",12,19.8,"THPL"
"NEON.PLA.D16.WREF.02347","41",13,5.4,"TSHE"
"NEON.PLA.D16.WREF.02336","41",13.5,19,"TSHE"
"NEON.PLA.D16.WREF.02328","41",15.8,6.6,"PSMEM"
"NEON.PLA.D16.WREF.02343","41",19.1,2.9,"PSMEM"
"NEON.PLA.D16.WREF.02327","41",16.9,33.9,"TSHE"
"NEON.PLA.D16.WREF.02332","41",14.9,26.7,"TSHE"
"NEON.PLA.D16.WREF.02344","41",12.5,60.5,"TSHE"
"NEON.PLA.D16.WREF.02335","43",10.7,296.7,"TSHE"
"NEON.PLA.D16.WREF.02331","43",10.2,290.2,"PSMEM"
"NEON.PLA.D16.WREF.02334","41",15.5,70.9,"PSMEM"
"NEON.PLA.D16.WREF.02340","43",6.7,303.2,"PSMEM"
"NEON.PLA.D16.WREF.02348","43",12.5,294.2,"PSMEM"
"NEON.PLA.D16.WREF.02349","43",11.8,296.2,"PSMEM"
"NEON.PLA.D16.WREF.02350","43",4.2,313.7,"PSMEM"
"NEON.PLA.D16.WREF.02351","43",7.2,348.7,"PSMEM"
"NEON.PLA.D16.WREF.03414","41",10,357.4,"PSMEM"
"NEON.PLA.D16.WREF.03411","41",11.6,347.2,"PSMEM"
"NEON.PLA.D16.WREF.03419","41",9.8,299.6,"TSHE"
"NEON.PLA.D16.WREF.03420","41",10.3,298.9,"TSHE"
"NEON.PLA.D16.WREF.03421","41",9.8,288.5,"THPL"
"NEON.PLA.D16.WREF.02287","41",12.1,283.5,"TSHE"
"NEON.PLA.D16.WREF.02283","41",16.5,274.4,"PSMEM"
"NEON.PLA.D16.WREF.02285","39",2.7,62.6,"TSHE"
"NEON.PLA.D16.WREF.02282","39",5.3,30.5,"TSHE"
"NEON.PLA.D16.WREF.02281","39",6.7,15.2,"TSHE"
"NEON.PLA.D16.WREF.03405","39",8,28.9,"TSHE"
"NEON.PLA.D16.WREF.02277","39",10.7,20.2,"TSHE"
"NEON.PLA.D16.WREF.02280","39",9.1,9.4,"TSHE"
"NEON.PLA.D16.WREF.02252","39",14.3,12,"PSMEM"
"NEON.PLA.D16.WREF.02253","39",12.8,13.7,"PSMEM"
"NEON.PLA.D16.WREF.05494","41",20.7,288.6,"TSHE"
"NEON.PLA.D16.WREF.05485","41",14.4,301.6,"TSHE"
"NEON.PLA.D16.WREF.05484","41",16.5,305.1,"PSMEM"
"NEON.PLA.D16.WREF.05483","39",8.2,54,"TSHE"
"NEON.PLA.D16.WREF.05463","39",13.6,14,"PSMEM"
"NEON.PLA.D16.WREF.05457","41",17.5,307.6,"PSMEM"
"NEON.PLA.D16.WREF.05447","41",20.8,322.2,"TSHE"
"NEON.PLA.D16.WREF.05242","25",4.6,340.7,"TSHE"
"NEON.PLA.D16.WREF.05241","25",3,356.2,"TSHE"
"NEON.PLA.D16.WREF.05240","25",2.3,351,"PSMEM"
"NEON.PLA.D16.WREF.05239","25",4,305.9,"PSMEM"
"NEON.PLA.D16.WREF.05231","25",8.4,342.4,"PSMEM"
"NEON.PLA.D16.WREF.05229","25",7.2,323.8,"PSMEM"
"NEON.PLA.D16.WREF.05224","41",18,139.5,"PSMEM"
"NEON.PLA.D16.WREF.05221","41",20.5,137.6,"TSHE"
"NEON.PLA.D16.WREF.05216","25",8.6,283.8,"PSMEM"
"NEON.PLA.D16.WREF.05215","25",9.3,275.8,"TSHE"
"NEON.PLA.D16.WREF.05214","41",21.6,116.1,"TSHE"
"NEON.PLA.D16.WREF.05207","25",14.9,340.2,"TSHE"
"NEON.PLA.D16.WREF.05206","41",17.3,114.5,"PSMEM"
"NEON.PLA.D16.WREF.05204","25",13.8,322,"PSMEM"
"NEON.PLA.D16.WREF.05391","41",18.9,97.3,"TSHE"
"NEON.PLA.D16.WREF.02341","43",11,305.5,"TSHE"
"NEON.PLA.D16.WREF.05389","41",6.9,90.6,"PSMEM"
"NEON.PLA.D16.WREF.05388","41",9.3,102.7,"PSMEM"
"NEON.PLA.D16.WREF.05387","41",9.6,106,"PSMEM"
"NEON.PLA.D16.WREF.05385","41",9.4,123.8,"PSMEM"
"NEON.PLA.D16.WREF.05384","41",10.2,132.7,"PSMEM"
"NEON.PLA.D16.WREF.05383","41",7,121.9,"TSHE"
"NEON.PLA.D16.WREF.05372","41",12.1,163.9,"PSMEM"
"NEON.PLA.D16.WREF.05382","41",4.9,102.4,"TSHE"
"NEON.PLA.D16.WREF.05381","41",2.8,116.6,"TSHE"
"NEON.PLA.D16.WREF.05380","41",1.9,127.7,"PSMEM"
"NEON.PLA.D16.WREF.05379","41",8.7,143.1,"PSMEM"
"NEON.PLA.D16.WREF.05378","41",9.2,152,"TSHE"
"NEON.PLA.D16.WREF.05376","41",8.1,161.1,"PSMEM"
"NEON.PLA.D16.WREF.05375","41",9.1,165.5,"PSMEM"
"NEON.PLA.D16.WREF.05374","23",9.9,14.3,"TSHE"
"NEON.PLA.D16.WREF.05373","41",12,152.6,"PSMEM"
"NEON.PLA.D16.WREF.05371","41",10.6,177.8,"TSHE"
"NEON.PLA.D16.WREF.05370","41",13.2,173.8,"PSMEM"
"NEON.PLA.D16.WREF.05369","23",4.5,16.6,"TSHE"
"NEON.PLA.D16.WREF.05368","23",6.1,23.1,"PSMEM"
"NEON.PLA.D16.WREF.05367","23",6.3,28.9,"PSMEM"
"NEON.PLA.D16.WREF.05366","23",8.1,46.4,"PSMEM"
"NEON.PLA.D16.WREF.05365","23",6.1,54.3,"TSHE"
"NEON.PLA.D16.WREF.05364","23",5.3,56.3,"PSMEM"
"NEON.PLA.D16.WREF.05363","23",2.9,6.2,"PSMEM"
"NEON.PLA.D16.WREF.05361","23",5.9,83.8,"TSHE"
"NEON.PLA.D16.WREF.05360","23",6.4,82.7,"TSHE"
"NEON.PLA.D16.WREF.05359","23",6.8,86.1,"PSMEM"
"NEON.PLA.D16.WREF.05358","23",8.8,68.3,"PSMEM"
"NEON.PLA.D16.WREF.05357","23",8.7,49.7,"TSHE"
"NEON.PLA.D16.WREF.05356","23",9.8,53.1,"PSMEM"
"NEON.PLA.D16.WREF.05355","23",11.5,55.1,"TSHE"
"NEON.PLA.D16.WREF.05354","23",12.3,50.7,"TSHE"
"NEON.PLA.D16.WREF.05353","41",4.2,345.5,"PSMEM"
"NEON.PLA.D16.WREF.05352","41",6.8,355.4,"TABR2"
"NEON.PLA.D16.WREF.05351","41",7.8,354.7,"ABAM"
"NEON.PLA.D16.WREF.05350","39",22.5,61,"PSMEM"
"NEON.PLA.D16.WREF.05349","41",13.4,357,"PSMEM"
"NEON.PLA.D16.WREF.05338","41",16.1,336,"PSMEM"
"NEON.PLA.D16.WREF.05348","41",14.7,358.6,"TSHE"
"NEON.PLA.D16.WREF.05347","41",16.3,346.9,"PSMEM"
"NEON.PLA.D16.WREF.05346","41",17.9,350.4,"TSHE"
"NEON.PLA.D16.WREF.05343","41",5.9,312.5,"PSMEM"
"NEON.PLA.D16.WREF.05342","41",8.5,318.8,"TSHE"
"NEON.PLA.D16.WREF.05341","41",8.8,320.4,"TSHE"
"NEON.PLA.D16.WREF.05340","41",8.4,310.6,"TSHE"
"NEON.PLA.D16.WREF.05339","41",9.5,301.9,"PSMEM"
"NEON.PLA.D16.WREF.05337","41",16.9,339.2,"TSHE"
"NEON.PLA.D16.WREF.05336",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05335","43",9.6,258.1,"PSMEM"
"NEON.PLA.D16.WREF.05334","43",8,244.5,"PSMEM"
"NEON.PLA.D16.WREF.05333",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.05332",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.05331","43",11.9,219.6,"PSMEM"
"NEON.PLA.D16.WREF.05330",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.05329","43",11.1,214.9,"TSHE"
"NEON.PLA.D16.WREF.05328",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.05327",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.05326",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05325",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.05324",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.05323",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.02376",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02382",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02379",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02387",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02384",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02394",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02380",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02370",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02369",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02371",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02361",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02360",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02396",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02372",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02356",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02391",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02368",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02395",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02355",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02397",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.02375",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02353",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.02383",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02393",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02392",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02381",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02354",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02385",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02388",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02390",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02053",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02048",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02071",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02072",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02046",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02069",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02068",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02056",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02051",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02045",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02067",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.02066",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02070",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02060",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02049","31",2.1,114.1,"TSHE"
"NEON.PLA.D16.WREF.02064",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.02093",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.02097","21",4.2,75.3,"TSHE"
"NEON.PLA.D16.WREF.02096",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02095",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02092",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.02057",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.02063",NA,NA,NA,"VAPA"
"NEON.PLA.D16.WREF.02047",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02061","21",6.6,25.1,"PSMEM"
"NEON.PLA.D16.WREF.02058",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02254",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02255",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02256",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02257",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02258",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02259",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02260",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02261",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02262",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02263",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02264",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02265",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02266",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02267",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02268",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02269",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02270",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02271",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02272",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02273",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02274",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02275",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02276",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02286",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02289",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02290",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02291",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02292",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02293",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02294",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02295",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02296",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02297",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.02298",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.03418","59",9.9,270,"TSHE"
"NEON.PLA.D16.WREF.03413","59",4.2,191.1,"PSMEM"
"NEON.PLA.D16.WREF.03410","59",11.1,199.6,"TSHE"
"NEON.PLA.D16.WREF.03409","59",11.8,200.9,"PSMEM"
"NEON.PLA.D16.WREF.03408","41",8.4,340,"TSHE"
"NEON.PLA.D16.WREF.04944","23",8.2,279.6,"TSHE"
"NEON.PLA.D16.WREF.03794",NA,NA,NA,"PSMEM"
"NEON.PLA.D16.WREF.03701",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.03709",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03711",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03716",NA,NA,NA,"THPL"
"NEON.PLA.D16.WREF.03718",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03719",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.03721",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.03722",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.03723",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.03656",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03651",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03649",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03648",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03646",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.03644",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03643",NA,NA,NA,"GASH"
"NEON.PLA.D16.WREF.03642",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.03641",NA,NA,NA,"TSHE"
"NEON.PLA.D16.WREF.02225","43",2.7,248.1,"TSHE"
"NEON.PLA.D16.WREF.02226","43",3.3,197.5,"TSHE"
"NEON.PLA.D16.WREF.02227","43",5,220.1,"TSHE"
"NEON.PLA.D16.WREF.02228",NA,NA,NA,"ACCI"
"NEON.PLA.D16.WREF.02229","43",12.7,189.2,"PSMEM"
"NEON.PLA.D16.WREF.02232","43",11,233.2,"TSHE"
"NEON.PLA.D16.WREF.02233","41",11,121.2,"PSMEM"
"NEON.PLA.D16.WREF.02234","41",5.2,97.8,"PSMEM"
"NEON.PLA.D16.WREF.02235","41",6.2,95.9,"TSHE"
"NEON.PLA.D16.WREF.02236","41",4.4,154,"PSMEM"
"NEON.PLA.D16.WREF.02238","41",7.4,174.2,"TSHE"
"NEON.PLA.D16.WREF.02239","23",3.8,4.9,"PSMEM"
"NEON.PLA.D16.WREF.02240","23",3.9,58.6,"THPL"
"NEON.PLA.D16.WREF.02241","23",4.2,71.8,"PSMEM"
"NEON.PLA.D16.WREF.02242","23",9,45.7,"PSMEM"
"NEON.PLA.D16.WREF.02243","23",4.5,57.6,"TSHE"
"NEON.PLA.D16.WREF.02244","25",8.5,278.1,"ABAM"
"NEON.PLA.D16.WREF.02245","25",8.7,282,"TSHE"
"NEON.PLA.D16.WREF.02246","25",8.1,320.2,"PSMEM"
"NEON.PLA.D16.WREF.02247","25",9.2,324.8,"PSMEM"
"NEON.PLA.D16.WREF.02248","25",6.6,334.5,"TSHE"
"NEON.PLA.D16.WREF.02250","41",15.2,130.1,"TSHE"
