domainid,siteid,taxonid,scientificname,preferredstatus,source,notes,accept_addition(y/n),botanist_notes
D09,WOOD,CAAC,Carduus acanthoides,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,CANU4,Carduus nutans,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,CEDI3,Centaurea diffusa,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,CESO3,Centaurea solstitalis,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,CESTM,Centaurea stoebe spp. Micranthos,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,CIVU,Cirsium vulgare,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,CRTE3,Crepis tectorum,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,CYOF,Cynoglossum officinale,ND-NW,,,y,this is a state listed noxious weed and has been found on site
D09,WOOD,EUES,Euphorbia esula,ND-NW,,,y,this is a state listed noxious weed and has been found on site
D09,WOOD,GYPA,Gypsophila paniculata,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,HAGL,Halogeton glomeratus,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,HIAU,Hieracium aurantiacum,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,HYNI,Hyoscyamus niger,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,LIDA,Linaria dalmatica,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,LIVU2,Linaria vulgaris,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,LYSA2,Lythrum salicaria,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,MARE6,Matricaria recutita,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,ONAC,Onopordum acannthium,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,SOARU,Sonchus arvensis ssp. uliginosus,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,SOAS,Sonchus asper,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,SOOL,Sonchus oleraceus,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,TAMAR2,Tamarix spp. ,ND-NW,,,n,this is a state listed noxious weed but not likely to occur on site
D09,WOOD,TAVU,Tanacetum vulgare,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D09,WOOD,VETH,Verbascum thapsus,ND-NW,,,n,not a state listed noxious weed. possibly county listed
D10,CPER,ABTH,Abutilon theophrasti,CO-NW,,,y,"culitvated fields, roadsides & disturbed areas "
D10,CPER,AECY,Aegilops cylindrica,CO-NW,,,y,"grasslands, wheat fields, roadsides"
D10,CPER,ALMA12,Alhagi maurorum,CO-NW,,,n,"disturbed/rangeland species <5000 ft elevation, not known in CO"
D10,CPER,ANCO2,Anthemis cotula,CO-NW,,,n,"disturbed and paved areas, drained soils."
D10,CPER,ARMI2,Arctium minus,CO-NW,,,y,"roadsides, ditch banks, waste places, pastures, fence rows."
D10,CPER,ARAB3,Artemisia absinthium,CO-NW,,,n,"rangeland, 5000-7000 ft"
D10,CPER,ARDO4,Arundo donax,CO-NW,,,n,wetland species
D10,CPER,BREL2,Brassica elongata,CO-NW,,,y,"disturbed soils, woodlands, deserts, no nearby pops"
D10,CPER,BRTE,Bromus tectorum,CO-NW,,,y,"arid, semi arid, and cold environment as high as 9,500 feet"
D10,CPER,BUUM,Butomus umbellatus,CO-NW,,,n,wetland species
D10,CPER,CADR,Cardaria draba,CO-NW,,,y,"waste places, meadows, pastures, croplands"
D10,CPER,CAAC,Carduus acanthoides,CO-NW,,,y,"rangeland, over-grazed pastures, roadsides, and irrigation ditches"
D10,CPER,CANU4,Carduus nutans,CO-NW,,,y,"shortgrass prairie to alpine, disturbed areas,"
D10,CPER,CACA19,Carum carvi,CO-NW,,,y,"Dry soils, montane grasslands & woodlands, subalpine forests Elevation ranges from 1500 to 4300 meters.
"
D10,CPER,CEDI3,Centaurea diffusa,CO-NW,,,,"rangeland, roadsides, riparian"
D10,CPER,CESO3,Centaurea solstitialis,CO-NW,,,y,"rangeland, lower elevations"
D10,CPER,CESTM,Centaurea stoebe L. ssp. Micranthos,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D10,CPER,CEVI,Centaurea virgata,CO-NW,,,n,"rangeland, not known in CO"
D10,CPER,CEMO6,Centaurea x moncktonii,CO-NW,,,n,"stream banks and moist disturbed areas, no nearby pops"
D10,CPER,CEPS,Centaurea x psammogena,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D10,CPER,CHJU,Chondrilla juncea,CO-NW,,,y,rangeland
D10,CPER,CIIN,Cichorium intybus,CO-NW,,,y,"roadsides, disturbed areas at elevations below 8,000 feet"
D10,CPER,CIAR4,Cirsium arvense,CO-NW,,,y,seems to grow pretty mch anywhere
D10,CPER,CIVU,Cirsium vulgare,CO-NW,,,y,seems to grow pretty mch anywhere
D10,CPER,CLOR,Clematis orientalis,CO-NW,,,n,"roadsides, riparian, open woods"
D10,CPER,COMA2,Conium maculatum,CO-NW,,,y,"streams, rivers, irrigation and roadside ditches"
D10,CPER,COAR4,Convolvulus arvensis,CO-NW,,,y,"cultivated areas, pastures, roadsides, 4,000 to 8,000 ft"
D10,CPER,CRVU2,Crupina vulgaris,CO-NW,,,n,"rangeland species, not known in CO"
D10,CPER,CYOF,Cynoglossum officinale,CO-NW,,,y,"rangelands, pastures, forest edges"
D10,CPER,CYES,Cyperus esculentus,CO-NW,,,y,"disturbed areas, as high as 8,200ft"
D10,CPER,DIFU2,Dipsacus fullonum,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D10,CPER,DILA4,Dipsacus laciniatus,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D10,CPER,ELAN,Elaeagnus angustifolia,CO-NW,,,y,"open moist riparian zones, floodplains, fields, up to 8,000"
D10,CPER,ELRE4,Elymus repens,CO-NW,,,y,"crops, pastures, rangelands, roadsides, ditches, disturbed moist areas, temp 68-77"
D10,CPER,EPHI,Epilobium hirsutum,CO-NW,,,n,wetland species
D10,CPER,ERCI6,Erodium cicutarium,CO-NW,,,y,"dry pasturelands, rangelands, turf grass and sandy soils"
D10,CPER,EUCY2,Euphorbia cyparissias,CO-NW,,,y,"meadows, pastures, forest edges"
D10,CPER,EUES,Euphorbia esula,CO-NW,,,y,"rangelands, pastures, forest openings"
D10,CPER,EUMY2,Euphorbia myrsinites,CO-NW,,,y,"rocky sunny areas, well drained soils"
D10,CPER,FAJA2,Fallopia japonica,CO-NW,,,n,"found along streams, rivers, ditches"
D10,CPER,FASA3,Fallopia sachalinensis,CO-NW,,,n,"found along streams, rivers, ditches"
D10,CPER,FABO,Fallopia x bohemicum,CO-NW,,,n,"found along streams, rivers, ditches"
D10,CPER,HAGL,Halogeton glomeratus,CO-NW,,,y,"roadsides, trails, overgrazed sites,  highdesert/alkaline soils"
D10,CPER,HEMA3,Hesperis matronalis,CO-NW,,,n,disturbed areas with wet alkaline soils
D10,CPER,HIAU,Hieracium aurantiacum,CO-NW,,,y,"rangelands, woodlands, alpine meadows"
D10,CPER,HYVE3,Hydrilla verticillata,CO-NW,,,,aquatic species
D10,CPER,HYNI,Hyoscyamus niger,CO-NW,,,n,"west slope, disturbed open places"
D10,CPER,HYPE,Hypericum perforatum,CO-NW,,,y,"disturbed sites,  roadsides, rangeland, meadows, dry pastures, and open woodlands."
D10,CPER,ISTI,Isatis tinctoria,CO-NW,,,y,"rangelands, forests"
D10,CPER,LELA2,Lepidium latifolium,CO-NW,,,y,disturbed and bareground areas low or high-saline soils
D10,CPER,LEVU,Leucanthemum vulgare,CO-NW,,,y,"mountain meadows, grasslands, pastures, streams, roadsides, up to 11,000 ft"
D10,CPER,LIDA,Linaria dalmatica,CO-NW,,,y,"pastures, rangelands, forest openings"
D10,CPER,LIGE,Linaria genistifolia,CO-NW,,,y,"pastures, rangelands, forest openings"
D10,CPER,LIVU2,Linaria vulgaris,CO-NW,,,y,"fields, other disturbed sites and rangeland "
D10,CPER,LYSA2,Lythrum salicaria,CO-NW,,,n,river banks and wet meadows
D10,CPER,MYAQ2,Myriophyllum aquaticum,CO-NW,,,n,aquatic species
D10,CPER,MYSP2,Myriophyllum spicatum,CO-NW,,,n,aquatic species
D10,CPER,ONAC,Onopordum acanthium,CO-NW,,,y,"rangeland, over-grazed pastures, roadsides, and moist soil"
D10,CPER,ONTA,Onopordum tauricum,CO-NW,,,y,"rangeland, over-grazed pastures, roadsides, and moist soil"
D10,CPER,PAMI2,Panicum miliaceum,CO-NW,,,y,"culitvated fields, roadsides & disturbed areas "
D10,CPER,PEHA,Peganum harmala,CO-NW,,,y,desert/arid rangeland plant
D10,CPER,POBU,Poa bulbosa,CO-NW,,,y,"up to 5,500ft, too low of elevation "
D10,CPER,PORE5,Potentilla recta,CO-NW,,,n,"full sun, moist soil, wet meadows, riparian areas, roadsides, tolerate dry soil"
D10,CPER,ACRE3,Rhaponticum repens,CO-NW,,,y,"roadsides, ditch banks, pastures, rangeland, saline soils, clear cuts, and cropland."
D10,CPER,SAAE,Salvia aethiopis,CO-NW,,,y,rangeland
D10,CPER,SAMO5,Salvinia molesta,CO-NW,,,n,aquatic species
D10,CPER,SAOF4,Saponaria officinalis,CO-NW,,,n,moist well drained soils
D10,CPER,SEJA,Senecio jacobaea,CO-NW,,,n,"rangeland or logged areas, no nearby pops"
D10,CPER,SOAR2,Sonchus arvensis,CO-NW,,,y,"roadsides, fertile waste areas, cultivated fields,woods, ditches, and rivers"
D10,CPER,SOHA,Sorghum halepense,CO-NW,,,y,"crop fields, hay fields, roadsides, fence rows, and waste areas"
D10,CPER,TACA8,Taeniatherum caput-medusae,CO-NW,,,n,"ag/rangeland, not known in CO"
D10,CPER,TACH2,Tamarix chinensis,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D10,CPER,TARA,Tamarix Ramosissima,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D10,CPER,TAVU,Tanacetum vulgare,CO-NW,,,y,"irrigation ditches, streams, seeps, roads"
D10,CPER,TRTE,Tribulus terrestris,CO-NW,,,y,"roadsides, pastures, disturbed areas, cultivated fields"
D10,CPER,TRPE21,Tripleurospermum inodorum,CO-NW,,,n,disturbed sites in upper montane and subalpine
D10,CPER,VEBL,Verbascum blattaria,CO-NW,,,y,"infertile, nutrient poor and unproductive soils, northern front range"
D10,CPER,VETH,Verbascum thapsus,CO-NW,,,y,"roadsides, waste places, pastures, hay fields, abandoned lands"
D10,RMNP,ABTH,Abutilon theophrasti,CO-NW,,,n,"culitvated fields, roadsides & disturbed areas "
D10,RMNP,AECY,Aegilops cylindrica,CO-NW,,,n,"grasslands, wheat fields, roadsides"
D10,RMNP,ALMA12,Alhagi maurorum,CO-NW,,,n,"disturbed/rangeland species <5000 ft elevation, not known in CO"
D10,RMNP,ANCO2,Anthemis cotula,CO-NW,,,n,"disturbed and paved areas, drained soils."
D10,RMNP,ARMI2,Arctium minus,CO-NW,,,n,"roadsides, ditch banks, waste places, pastures, fence rows."
D10,RMNP,ARAB3,Artemisia absinthium,CO-NW,,,n,"rangeland, 5000-7000 ft"
D10,RMNP,ARDO4,Arundo donax,CO-NW,,,n,wetland species
D10,RMNP,BREL2,Brassica elongata,CO-NW,,,n,"disturbed soils, woodlands, deserts, no nearby pops"
D10,RMNP,BRTE,Bromus tectorum,CO-NW,,,y,"arid, semi arid, and cold environment as high as 9,500 feet"
D10,RMNP,BUUM,Butomus umbellatus,CO-NW,,,n,wetland species
D10,RMNP,CADR,Cardaria draba,CO-NW,,,n,"waste places, meadows, pastures, croplands"
D10,RMNP,CAAC,Carduus acanthoides,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and irrigation ditches"
D10,RMNP,CANU4,Carduus nutans,CO-NW,,,y,"shortgrass prairie to alpine, disturbed areas,"
D10,RMNP,CACA19,Carum carvi,CO-NW,,,y,"Dry soils, montane grasslands & woodlands, subalpine forests Elevation ranges from 1500 to 4300 meters.
"
D10,RMNP,CEDI3,Centaurea diffusa,CO-NW,,,n,"rangeland, roadsides, riparian"
D10,RMNP,CESO3,Centaurea solstitialis,CO-NW,,,n,"rangeland, lower elevations"
D10,RMNP,CESTM,Centaurea stoebe L. ssp. Micranthos,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D10,RMNP,CEVI,Centaurea virgata,CO-NW,,,n,"rangeland, not known in CO"
D10,RMNP,CEMO6,Centaurea x moncktonii,CO-NW,,,n,"stream banks and moist disturbed areas, no nearby pops"
D10,RMNP,CEPS,Centaurea x psammogena,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D10,RMNP,CHJU,Chondrilla juncea,CO-NW,,,n,rangeland
D10,RMNP,CIIN,Cichorium intybus,CO-NW,,,y,"roadsides, disturbed areas at elevations below 8,000 feet"
D10,RMNP,CIAR4,Cirsium arvense,CO-NW,,,y,seems to grow pretty mch anywhere
D10,RMNP,CIVU,Cirsium vulgare,CO-NW,,,y,seems to grow pretty mch anywhere
D10,RMNP,CLOR,Clematis orientalis,CO-NW,,,y,"roadsides, riparian, open woods"
D10,RMNP,COMA2,Conium maculatum,CO-NW,,,y,"streams, rivers, irrigation and roadside ditches"
D10,RMNP,COAR4,Convolvulus arvensis,CO-NW,,,n,"cultivated areas, pastures, roadsides, 4,000 to 8,000 ft"
D10,RMNP,CRVU2,Crupina vulgaris,CO-NW,,,n,"rangeland species, not known in CO"
D10,RMNP,CYOF,Cynoglossum officinale,CO-NW,,,y,"rangelands, pastures, forest edges"
D10,RMNP,CYES,Cyperus esculentus,CO-NW,,,y,"disturbed areas, moist areas, as high as 8,200ft"
D10,RMNP,DIFU2,Dipsacus fullonum,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D10,RMNP,DILA4,Dipsacus laciniatus,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D10,RMNP,ELAN,Elaeagnus angustifolia,CO-NW,,,y,"open moist riparian zones, floodplains, fields, up to 8,000"
D10,RMNP,ELRE4,Elymus repens,CO-NW,,,y,"crops, pastures, rangelands, roadsides, ditches, disturbed moist areas, temp 68-77"
D10,RMNP,EPHI,Epilobium hirsutum,CO-NW,,,n,wetland species
D10,RMNP,ERCI6,Erodium cicutarium,CO-NW,,,n,"dry pasturelands, rangelands, turf grass and sandy soils"
D10,RMNP,EUCY2,Euphorbia cyparissias,CO-NW,,,y,"meadows, pastures, forest edges"
D10,RMNP,EUES,Euphorbia esula,CO-NW,,,y,"rangelands, pastures, forest openings"
D10,RMNP,EUMY2,Euphorbia myrsinites,CO-NW,,,y,"rocky sunny areas, well drained soils"
D10,RMNP,FAJA2,Fallopia japonica,CO-NW,,,n,"found along streams, rivers, ditches"
D10,RMNP,FASA3,Fallopia sachalinensis,CO-NW,,,n,"found along streams, rivers, ditches"
D10,RMNP,FABO,Fallopia x bohemicum,CO-NW,,,n,"found along streams, rivers, ditches"
D10,RMNP,HAGL,Halogeton glomeratus,CO-NW,,,n,"roadsides, trails, overgrazed sites,  highdesert/alkaline soils"
D10,RMNP,HEMA3,Hesperis matronalis,CO-NW,,,n,disturbed areas with wet alkaline soils
D10,RMNP,HIAU,Hieracium aurantiacum,CO-NW,,,y,"rangelands, woodlands, alpine meadows"
D10,RMNP,HYVE3,Hydrilla verticillata,CO-NW,,,n,aquatic species
D10,RMNP,HYNI,Hyoscyamus niger,CO-NW,,,n,"west slope, disturbed open places"
D10,RMNP,HYPE,Hypericum perforatum,CO-NW,,,y,"disturbed sites,  roadsides, rangeland, meadows, dry pastures, and open woodlands."
D10,RMNP,ISTI,Isatis tinctoria,CO-NW,,,y,"rangelands, forests"
D10,RMNP,LELA2,Lepidium latifolium,CO-NW,,,n,disturbed and bareground areas low or high-saline soils
D10,RMNP,LEVU,Leucanthemum vulgare,CO-NW,,,y,"mountain meadows, grasslands, pastures, streams, roadsides, up to 11,000 ft"
D10,RMNP,LIDA,Linaria dalmatica,CO-NW,,,y,"pastures, rangelands, forest openings"
D10,RMNP,LIGE,Linaria genistifolia,CO-NW,,,y,"pastures, rangelands, forest openings"
D10,RMNP,LIVU2,Linaria vulgaris,CO-NW,,,n,"fields, other disturbed sites and rangeland "
D10,RMNP,LYSA2,Lythrum salicaria,CO-NW,,,y,river banks and wet meadows
D10,RMNP,MYAQ2,Myriophyllum aquaticum,CO-NW,,,n,aquatic species
D10,RMNP,MYSP2,Myriophyllum spicatum,CO-NW,,,n,aquatic species
D10,RMNP,ONAC,Onopordum acanthium,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and moist soil"
D10,RMNP,ONTA,Onopordum tauricum,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and moist soil"
D10,RMNP,PAMI2,Panicum miliaceum,CO-NW,,,n,"culitvated fields, roadsides & disturbed areas "
D10,RMNP,PEHA,Peganum harmala,CO-NW,,,n,desert/arid rangeland plant
D10,RMNP,POBU,Poa bulbosa,CO-NW,,,n,"up to 5,500ft, too low of elevation "
D10,RMNP,PORE5,Potentilla recta,CO-NW,,,y,"full sun, moist soil, wet meadows, riparian areas, roadsides, tolerate dry soil"
D10,RMNP,ACRE3,Rhaponticum repens,CO-NW,,,n,"roadsides, ditch banks, pastures, rangeland, saline soils, clear cuts, and cropland."
D10,RMNP,SAAE,Salvia aethiopis,CO-NW,,,n,rangeland
D10,RMNP,SAMO5,Salvinia molesta,CO-NW,,,n,aquatic species
D10,RMNP,SAOF4,Saponaria officinalis,CO-NW,,,y,moist well drained soils
D10,RMNP,SEJA,Senecio jacobaea,CO-NW,,,n,"rangeland or logged areas, no nearby pops"
D10,RMNP,SOAR2,Sonchus arvensis,CO-NW,,,y,"roadsides, fertile waste areas, cultivated fields,woods, ditches, and rivers"
D10,RMNP,SOHA,Sorghum halepense,CO-NW,,,n,"crop fields, hay fields, roadsides, fence rows, and waste areas"
D10,RMNP,TACA8,Taeniatherum caput-medusae,CO-NW,,,n,"ag/rangeland, not known in CO"
D10,RMNP,TACH2,Tamarix chinensis,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D10,RMNP,TARA,Tamarix Ramosissima,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D10,RMNP,TAVU,Tanacetum vulgare,CO-NW,,,n,"irrigation ditches, streams, seeps, roads"
D10,RMNP,TRTE,Tribulus terrestris,CO-NW,,,n,"roadsides, pastures, disturbed areas, cultivated fields"
D10,RMNP,TRPE21,Tripleurospermum inodorum,CO-NW,,,y,disturbed sites in upper montane and subalpine
D10,RMNP,VEBL,Verbascum blattaria,CO-NW,,,n,"infertile, nutrient poor and unproductive soils, northern front range"
D10,RMNP,VETH,Verbascum thapsus,CO-NW,,,n,"roadsides, waste places, pastures, hay fields, abandoned lands"
D11,CLBJ,ALMA12,Alhagi camelorum,TX-NW,,,n,range
D11,CLBJ,ALPH,Alternanthera philoxeroides,TX-NW,,,y,
D11,CLBJ,ARDO4,Arundo donax,TX-NW,,,y,
D11,CLBJ,CASE13,Calystegia sepium,TX-NW,,,y,
D11,CLBJ,CAHA13,Cardiospermum halicacabum,TX-NW,,,y,
D11,CLBJ,CUJA,Cuscuta japonica,TX-NW,,,y,
D11,CLBJ,EIAZ2,Eichhornia azurea,TX-NW,,,n,range
D11,CLBJ,EICR,Eichhornia crassipes,TX-NW,,,y,
D11,CLBJ,HYVE3,Hydrilla verticillata,TX-NW,,,y,
D11,CLBJ,IPAQ,Ipomoea aquatica,TX-NW,,,n,range
D11,CLBJ,LAMA15,Lagarosiphon major,TX-NW,,,n,range
D11,CLBJ,LYJA,Lygodium japonicum,TX-NW,,,n,range
D11,CLBJ,LYSA2,Lythrum salicaria,TX-NW,,,n,range
D11,CLBJ,MEQU,Melaleuca quinquenervia,TX-NW,,,n,range
D11,CLBJ,MEAZ,Melia azedarach,TX-NW,,,y,
D11,CLBJ,MYSP2,Myriophyllum spicatum,TX-NW,,,y,
D11,CLBJ,NATR3,Nassella trichotoma,TX-NW,,,n,range
D11,CLBJ,ORRA,Orobanche ramosa,TX-NW,,,y,
D11,CLBJ,PARE3,Panicum repens,TX-NW,,,n,not near our site
D11,CLBJ,PISTI2,Pistia stratiotes,TX-NW,,,y,
D11,CLBJ,PUMOL,Pueraria montana var. lobata,TX-NW,,,y,
D11,CLBJ,ROCO6,Rottboellia cochinchinensis,TX-NW,,,n,range
D11,CLBJ,SALVI2,Salvinia spp.,TX-NW,,,y,
D11,CLBJ,SCTE,Schinus terebinthifolius,TX-NW,,,n,
D11,CLBJ,SOVI2,Solanum viarum,TX-NW,,,n,range
D11,CLBJ,LAPU12,Spirodela oligorrhiza,TX-NW,,,y,
D11,CLBJ,TAMAR2,Tamarix spp.,TX-NW,,,y,
D11,CLBJ,TRSE6,Triadica sebifera,TX-NW,,,y,
D11,OAES,ELRE4,Agropyron repens,OK-NW,,,y,
D11,OAES,AGGI,Agrostemma githago,OK-NW,,,y,
D11,OAES,ALLIU,Allium spp.,OK-NW,,,y,
D11,OAES,AVENA,Avena spp.,OK-NW,,,y,
D11,OAES,BRASS2,Brassica spp.,OK-NW,,,y,
D11,OAES,BRSE,Bromus secalinus,OK-NW,,,y,
D11,OAES,IPTU3,Calonyction muricatum,OK-NW,,,n,range
D11,OAES,CADR,Cardaria draba,OK-NW,,,y,
D11,OAES,CAHA13,Cardiospermum halicacabum,OK-NW,,,y,
D11,OAES,CANU4,Carduus nutans,OK-NW,,,y,
D11,OAES,SEOB4,Cassia obtusifolia,OK-NW,,,y,
D11,OAES,ACRE3,Centaurea picris,OK-NW,,,n,range
D11,OAES,CIAR4,Cirsium arvense,OK-NW,,,y,
D11,OAES,COAR4,Convolvulus arvensis,OK-NW,,,y,
D11,OAES,COSE14,Convolvulus sepium,OK-NW,,,y,
D11,OAES,CYRO,Cyperus rotundus,OK-NW,,,y,
D11,OAES,ECAL,Eclipta alba,OK-NW,,,y,
D11,OAES,GLCO3,Glaucium corniculatum,OK-NW,,,n,range
D11,OAES,HECI,Helianthus ciliaris,OK-NW,,,y,
D11,OAES,IPOMO,Ipomoea spp.,OK-NW,,,y,
D11,OAES,LECU,Lespedeza Cuneata,OK-NW,,,n,range
D11,OAES,LOTE2,Lolium temulentum,OK-NW,,,n,range
D11,OAES,NATR3,Nassella trichotoma,OK-NW,,,n,range
D11,OAES,ONAC,Onoprodum acanthium,OK-NW,,,n,range
D11,OAES,PLLA,Plantago lanceolata,OK-NW,,,y,
D11,OAES,POCO10,Polygonum convolvulus,OK-NW,,,y,
D11,OAES,RUAC3,Rumex acetosella,OK-NW,,,y,
D11,OAES,RUMEX,Rumex spp.,OK-NW,,,y,
D11,OAES,SEFA,Setaria faberi,OK-NW,,,y,
D11,OAES,SOCA3,Solanum carolinense,OK-NW,,,y,
D11,OAES,SOEL,Solanum elaeagnifolium,OK-NW,,,y,
D11,OAES,XANTH2,Xanthium spp.,OK-NW,,,y,
D12,YELL,ELRE4,Agropyron repens,WY-NW,,,,
D12,YELL,ARMI2,Arctium minus,WY-NW,,,,
D12,YELL,CADR,Cardaria draba,WY-NW,,,,
D12,YELL,CAAC,Carduus acanthoides,WY-NW,,,,
D12,YELL,CANU4,Carduus nutans,WY-NW,,,,
D12,YELL,CEDI3,Centaurea diffusa,WY-NW,,,,
D12,YELL,CESTM,Centaurea maculosa,WY-NW,,,,
D12,YELL,ACRE3,Centaurea repens,WY-NW,,,,
D12,YELL,CESO3,Centaurea solstitialis,WY-NW,,,,
D12,YELL,LEVU,Chrysanthemum leucanthemum,WY-NW,,,,
D12,YELL,CIAR4,Cirsium arvense,WY-NW,,,,
D12,YELL,COAR4,Convolvulus arvensis,WY-NW,,,,
D12,YELL,CYOF,Cynoglossum officinale,WY-NW,,,,
