domainid,siteid,taxonid,scientificname,preferredstatus,source,notes,accept_addition(y/n),botanist_notes
D13,MOAB,LIDA,Linaria dalmatica (L.) Mill.,UT-NW,,,y,
D13,MOAB,LIVU2,Linaria vulgaris Mill.,UT-NW,,,y,
D13,MOAB,LYSA2,Lythrum salicaria L.,UT-NW,,,n,wrong habitat
D13,MOAB,MIVE3,Milium vernale M. Bieb.,UT-NW,,,y,
D13,MOAB,ONAC,Onopordum acanthium L.,UT-NW,,,y,
D13,MOAB,PEHA,Peganum harmala L.,UT-NW,,,y,
D13,MOAB,PHAU7,Phragmites australis (Cav.) Trin. Ex Steud.,UT-NW,,,n,wrong habitat
D13,MOAB,POCU6,Polygonum cuspidatum Siebold & Zucc.,UT-NW,,,n,
D13,MOAB,SAAE,Salvia aethiopis L.,UT-NW,,,y,
D13,MOAB,SCLA6,Scorzonera laciniata L.,UT-NW,,,y,
D13,MOAB,SOAL,Sorghum almum Parodi,UT-NW,,,y,
D13,MOAB,SOHA,Sorghum halepense (L.) Pers.,UT-NW,,,y,
D13,MOAB,TACA8,Taeniatherum caput-medusae (L.) Nevski,UT-NW,,,y,
D13,MOAB,TARA,Tamarix ramosissima Ledeb.,UT-NW,,,y,
D13,MOAB,TRTE,Tribulus terrestris L.,UT-NW,,,y,
D13,MOAB,VEDU,Ventenata dubia (Leers) Coss.,UT-NW,,,y,
D13,MOAB,ZYFA,Zygophyllum fabago L.,UT-NW,,,y,
D13,NIWO,ABTH,Abutilon theophrasti,CO-NW,,,n,"culitvated fields, roadsides & disturbed areas "
D13,NIWO,AECY,Aegilops cylindrica,CO-NW,,,n,"grasslands, wheat fields, roadsides"
D13,NIWO,AIAL,Ailanthus altissima,CO-NW,,,n,"disturbed/rangeland species <5000 ft elevation, not known in CO"
D13,NIWO,ALMA12,Alhagi maurorum,CO-NW,,,n,"disturbed and paved areas, drained soils."
D13,NIWO,ALPE4,Alliaria petiolata,CO-NW,,,n,"roadsides, ditch banks, waste places, pastures, fence rows."
D13,NIWO,ANOF,Anchusa officinalis,CO-NW,,,n,"rangeland, 5000-7000 ft"
D13,NIWO,ANCO2,Anthemis cotula,CO-NW,,,n,wetland species
D13,NIWO,ARMI2,Arctium minus,CO-NW,,,n,"disturbed soils, woodlands, deserts, no nearby pops"
D13,NIWO,ARAB3,Artemisia absinthium,CO-NW,,,y,"arid, semi arid, and cold environment as high as 9,500 feet"
D13,NIWO,ARDO4,Arundo donax,CO-NW,,,n,wetland species
D13,NIWO,ASFI2,Asphodelus fistulosus,CO-NW,,,n,"waste places, meadows, pastures, croplands"
D13,NIWO,BEIN2,Berteroa incana,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and irrigation ditches"
D13,NIWO,BOBL,Bothriochloa bladhii,CO-NW,,,y,"shortgrass prairie to alpine, disturbed areas,"
D13,NIWO,BOIS,Bothriochloa ischaemum,CO-NW,,,y,"Dry soils, montane grasslands & woodlands, subalpine forests Elevation ranges from 1500 to 4300 meters.
"
D13,NIWO,BREL2,Brassica elongata,CO-NW,,,n,"rangeland, roadsides, riparian"
D13,NIWO,BRTE,Bromus tectorum,CO-NW,,,n,"rangeland, lower elevations"
D13,NIWO,BRAL4,Bryonia alba,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D13,NIWO,BUUM,Butomus umbellatus,CO-NW,,,n,"rangeland, not known in CO"
D13,NIWO,CADR,Cardaria draba,CO-NW,,,n,"stream banks and moist disturbed areas, no nearby pops"
D13,NIWO,CAAC,Carduus acanthoides,CO-NW,,,y,"disturbed, overgrazed areas, grasslands, pastures, foothill clearings, sandy soils,"
D13,NIWO,CANU4,Carduus nutans,CO-NW,,,n,rangeland
D13,NIWO,CACA19,Carum carvi,CO-NW,,,y,"roadsides, disturbed areas at elevations below 8,000 feet"
D13,NIWO,CEDI3,Centaurea diffusa,CO-NW,,,y,seems to grow pretty mch anywhere
D13,NIWO,CESO3,Centaurea solstitialis,CO-NW,,,y,seems to grow pretty mch anywhere
D13,NIWO,CESTM,Centaurea stoebe ssp. micranthos,CO-NW,,,y,"roadsides, riparian, open woods"
D13,NIWO,CEVI,Centaurea virgata,CO-NW,,,y,"streams, rivers, irrigation and roadside ditches"
D13,NIWO,NA,Centaurea x moncktonii,CO-NW,,,n,"cultivated areas, pastures, roadsides, 4,000 to 8,000 ft"
D13,NIWO,NA,Centaurea x psammogena,CO-NW,,,n,"rangeland species, not known in CO"
D13,NIWO,CHJU,Chondrilla juncea,CO-NW,,,y,"rangelands, pastures, forest edges"
D13,NIWO,CIIN,Cichorium intybus,CO-NW,,,y,"disturbed areas, moist areas, as high as 8,200ft"
D13,NIWO,CIAR4,Cirsium arvense,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D13,NIWO,CIVU,Cirsium vulgare,CO-NW,,,n,"wetlands, fens, riparian coridors, roads"
D13,NIWO,CLOR,Clematis orientalis,CO-NW,,,y,"open moist riparian zones, floodplains, fields, up to 8,000"
D13,NIWO,COMA2,Conium maculatum,CO-NW,,,y,"crops, pastures, rangelands, roadsides, ditches, disturbed moist areas, temp 68-77"
D13,NIWO,COAR4,Convolvulus arvensis,CO-NW,,,n,wetland species
D13,NIWO,CRVU2,Crupina vulgaris,CO-NW,,,n,"dry pasturelands, rangelands, turf grass and sandy soils"
D13,NIWO,CYOF,Cynoglossum officinale,CO-NW,,,y,"meadows, pastures, forest edges"
D13,NIWO,CYES,Cyperus esculentus,CO-NW,,,y,"rangelands, pastures, forest openings"
D13,NIWO,CYSC4,Cytisus scoparius,CO-NW,,,y,"rocky sunny areas, well drained soils"
D13,NIWO,DIFU2,Dipsacus fullonum,CO-NW,,,n,"found along streams, rivers, ditches"
D13,NIWO,DILA4,Dipsacus laciniatus,CO-NW,,,n,"found along streams, rivers, ditches"
D13,NIWO,ELAN,Elaeagnus angustifolia,CO-NW,,,n,"found along streams, rivers, ditches"
D13,NIWO,ELRE4,Elymus repens,CO-NW,,,n,"roadsides, trails, overgrazed sites,  highdesert/alkaline soils"
D13,NIWO,EPHI,Epilobium hirsutum,CO-NW,,,n,disturbed areas with wet alkaline soils
D13,NIWO,ERCI6,Erodium cicutarium,CO-NW,,,y,"rangelands, woodlands, alpine meadows"
D13,NIWO,EUCY2,Euphorbia cyparissias,CO-NW,,,n,aquatic species
D13,NIWO,EUES,Euphorbia esula,CO-NW,,,n,"west slope, disturbed open places"
D13,NIWO,EUMY2,Euphorbia myrsinites,CO-NW,,,y,"disturbed sites,  roadsides, rangeland, meadows, dry pastures, and open woodlands."
D13,NIWO,POCU6,Fallopia japonica,CO-NW,,,y,"rangelands, forests"
D13,NIWO,POSA4,Fallopia sachalinensis,CO-NW,,,n,disturbed and bareground areas low or high-saline soils
D13,NIWO,NA,Fallopia x bohemicum,CO-NW,,,y,"mountain meadows, grasslands, pastures, streams, roadsides, up to 11,000 ft"
D13,NIWO,GYPA,Gypsophila paniculata,CO-NW,,,y,"pastures, rangelands, forest openings"
D13,NIWO,HAGL,Halogeton glomeratus,CO-NW,,,y,"pastures, rangelands, forest openings"
D13,NIWO,HEMA3,Hesperis matronalis,CO-NW,,,n,"fields, other disturbed sites and rangeland "
D13,NIWO,HIAU,Hieracium aurantiacum,CO-NW,,,y,river banks and wet meadows
D13,NIWO,HICA10,Hieracium caespitosum,CO-NW,,,n,aquatic species
D13,NIWO,HYVE3,Hydrilla verticillata,CO-NW,,,n,aquatic species
D13,NIWO,HYNI,Hyoscyamus niger,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and moist soil"
D13,NIWO,HYPE,Hypericum perforatum,CO-NW,,,n,"rangeland, over-grazed pastures, roadsides, and moist soil"
D13,NIWO,IRPS,Iris pseudacorus,CO-NW,,,n,"culitvated fields, roadsides & disturbed areas "
D13,NIWO,ISTI,Isatis tinctoria,CO-NW,,,n,desert/arid rangeland plant
D13,NIWO,LELA2,Lepidium latifolium,CO-NW,,,n,"up to 5,500ft, too low of elevation "
D13,NIWO,LEVU,Leucanthemum vulgare,CO-NW,,,y,"full sun, moist soil, wet meadows, riparian areas, roadsides, tolerate dry soil"
D13,NIWO,LIDA,Linaria dalmatica,CO-NW,,,n,"roadsides, ditch banks, pastures, rangeland, saline soils, clear cuts, and cropland."
D13,NIWO,LIGE,Linaria genistifolia,CO-NW,,,n,rangeland
D13,NIWO,LIVU2,Linaria vulgaris,CO-NW,,,n,aquatic species
D13,NIWO,LYVU,Lysimachia vulgaris,CO-NW,,,y,moist well drained soils
D13,NIWO,LYSA2,Lythrum salicaria,CO-NW,,,n,"rangeland or logged areas, no nearby pops"
D13,NIWO,MYAQ2,Myriophyllum aquaticum,CO-NW,,,y,"roadsides, fertile waste areas, cultivated fields,woods, ditches, and rivers"
D13,NIWO,MYSP2,Myriophyllum spicatum,CO-NW,,,n,"crop fields, hay fields, roadsides, fence rows, and waste areas"
D13,NIWO,ONAC,Onopordum acanthium,CO-NW,,,n,"ag/rangeland, not known in CO"
D13,NIWO,PAMI2,Panicum miliaceum,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D13,NIWO,PEHA,Peganum harmala,CO-NW,,,n,"floodplains, riverbanks,streambanks, marshes"
D13,NIWO,PHAU7,Phragmites australis,CO-NW,,,n,"irrigation ditches, streams, seeps, roads"
D13,NIWO,POBU,Poa bulbosa,CO-NW,,,n,"roadsides, pastures, disturbed areas, cultivated fields"
D13,NIWO,PORE5,Potentilla recta,CO-NW,,,y,disturbed sites in upper montane and subalpine
D13,NIWO,ACRE3,Rhaponticum repens,CO-NW,,,n,"infertile, nutrient poor and unproductive soils, northern front range"
D13,NIWO,RUAR9,Rubus armeniacus,CO-NW,,,n,"roadsides, waste places, pastures, hay fields, abandoned lands"
D13,NIWO,SAAE,Salvia aethiopis,CO-NW,,,,
D13,NIWO,SAMO5,Salvinia molesta,CO-NW,,,,
D13,NIWO,SAOF4,Saponaria officinalis,CO-NW,,,,
D13,NIWO,SEJA,Senecio jacobaea,CO-NW,,,,
D13,NIWO,SOAR2,Sonchus arvensis,CO-NW,,,,
D13,NIWO,SOHA,Sorghum halepense,CO-NW,,,,
D13,NIWO,SPSA3,Sphaerophysa salsula,CO-NW,,,,
D13,NIWO,TACA8,Taeniatherum caput-medusae,CO-NW,,,,
D13,NIWO,NA,Tamarix. ramosissima,CO-NW,,,,
D13,NIWO,TAVU,Tanacetum vulgare,CO-NW,,,,
D13,NIWO,TRTE,Tribulus terrestris,CO-NW,,,,
D13,NIWO,TRPE21,Tripleurospermum inodorum,CO-NW,,,,
D13,NIWO,ULPU,Ulmus pumila,CO-NW,,,,
D13,NIWO,VEDU,Ventenata dubia,CO-NW,,,,
D13,NIWO,VEBL,Verbascum blattaria,CO-NW,,,,
D13,NIWO,VETH,Verbascum thapsus,CO-NW,,,,
D13,NIWO,ZYFA,Zygophyllum fabago,CO-NW,,,,
D14,JORN,ACRE3,Acroptilon repens (L.) DC,NM-NW,,,y,
D14,JORN,AECY,Aegilops cylindrica Host,NM-NW,,,y,
D14,JORN,AIAL,Ailanthus altissima (Mill.) Swingle,NM-NW,,,y,
D14,JORN,ALMA12,Alhagi pseudalhagi cameltorn,NM-NW,,,n,generally along riparian areas and fields
D14,JORN,ARDO4,Arundo donax L.,NM-NW,,,y,
D14,JORN,BRTE,Bromus tectorum L.,NM-NW,,,y,
D14,JORN,CARDA2,Cardaria spp. Desv.,NM-NW,,,n,
D14,JORN,CANU4,Carduus nutans L.,NM-NW,,,n,does not occur in county
D14,JORN,CEBI2,Centaurea biebersteinii DC.,NM-NW,,,n,does not occur in county
D14,JORN,CECA2,Centaurea calcitrapa L.,NM-NW,,,n,does not occur in county
D14,JORN,CEDI3,Centaurea diffusa Lam.,NM-NW,,,n,not in S. New Mexico
D14,JORN,CEME2,Centaurea melitensis L.,NM-NW,,,y,
D14,JORN,CESO3,Centaurea solstitialis L.,NM-NW,,,y,
D14,JORN,CIIN,Cichorium intybus L.,NM-NW,,,n,does not occur in county
D14,JORN,CIAR4,Cirsium arvense (L.) Scop.,NM-NW,,,n,plant of higher elevations
D14,JORN,CIVU,Cirsium vulgare (Savi) Ten.,NM-NW,,,n,plant of higher elevations
D14,JORN,COMA2,Conium maculatum L.,NM-NW,,,n,plant of higher elevations and moist sites
D14,JORN,DIFU2,Dipsacus fullonum L.,NM-NW,,,n,plant of moist sites
D14,JORN,DRAR7,Drymaria arenarioides Humb. & Bonpl. Ex Schult.,NM-NW,,,n,no documented specimens in New Mexico
D14,JORN,EGDE,Egeria densa Planch.,NM-NW,,,n,aquatic plant
D14,JORN,ELAN,Elaeagnus angustifolia L.,NM-NW,,,n,mostly found near riparian areas
D14,JORN,ELRE4,Elytrigia repens (L.) Gould,NM-NW,,,n,plant of higher elevations
D14,JORN,EUES,Euphorbia esula L.,NM-NW,,,n,not occuring in New Mexico
D14,JORN,HAGL,Halogeton glomeratus (M. Beib.) C.A. Mey.,NM-NW,,,n,not in S. New Mexico
D14,JORN,HYVE3,Hydrilla verticillata (L. f.) Royle,NM-NW,,,n,aquatic plant
D14,JORN,HYNI,Hyoscyamus niger L.,NM-NW,,,n,not in S. New Mexico
D14,JORN,ISTI,Isatis tinctoria,NM-NW,,,n,not in S. New Mexico
D14,JORN,LELA2,Lepidium latifolium L.,NM-NW,,,n,plant of higher elevation
D14,JORN,LEVU,Leucanthemum vulgare Lam.,NM-NW,,,n,plant of higher elevations
D14,JORN,LIDA,Linaria dalmatica (L.) Mill.,NM-NW,,,n,plant of higher elevations
D14,JORN,LIVU2,Linaria vulgaris Mill.,NM-NW,,,n,plant of higher elevations
D14,JORN,LYSA2,Lythrum salicaria L.,NM-NW,,,n,plant of higher elevation
D14,JORN,TRPE21,Matricaria perforata (Merat) M. Lainz,NM-NW,,,n,not found in S. New Mexico
D14,JORN,MYAQ2,Myriophyllum aquaticum (Vell.) Verdc.,NM-NW,,,n,aquatic plant
D14,JORN,MYSP2,Myriophyllum spicatum L.,NM-NW,,,n,aquatic plant
D14,JORN,ONAC,Onopordum acanthium L.,NM-NW,,,n,does not occur in county
D14,JORN,PEHA,Peganum harmala L.,NM-NW,,,y,
D14,JORN,POCR3,Potamogeton crispus L.,NM-NW,,,n ,aquatic plant
D14,JORN,SARA3,Saccharum ravennae (L.) L.,NM-NW,,,n ,not present around JORN
D14,JORN,SAMO5,Salvinia molesta,NM-NW,,,n ,aquatic plant
D14,JORN,TAMAR2,Tamarix spp. L.,NM-NW,,,y,
D14,JORN,ULPU,Ulmus pumila L.,NM-NW,,,y,
D14,JORN,XASP2,Xanthium spinosum L.,NM-NW,,,y,
D14,SRER,ACRE3,Acroptilon repens (L.) DC.,AZ-NW,,,y,
D14,SRER,AECY,Aegilops cylindrica Host,AZ-NW,,,y,
D14,SRER,AIAL,Ailanthus altissima (Mill.) Swingle,AZ-NW,,,y,
D14,SRER,ALMA12,Alhagi maurorum Medik.,AZ-NW,,,n,not found near site
D14,SRER,ARDO4,Arundo donax L.,AZ-NW,,,y,
D14,SRER,ASFI2,Asphodelus fistulosus L.,AZ-NW,,,y,
D14,SRER,BOIS,Bothriochloa ischaemum (L.) Keng,AZ-NW,,,y,Found at site
D14,SRER,BRNI,Brassica nigra (L.) W.D.J. Koch,AZ-NW,,,y,
D14,SRER,BRTO,Brassica tournefortii Gouan,AZ-NW,,,y,Found near site
D14,SRER,CADR,Cardaria draba (L.) Desv.,AZ-NW,,,n,does not occur in desert areas
D14,SRER,CAAC,Carduus acanthoides L.,AZ-NW,,,n,does not occur in our region
D14,SRER,CANU4,Carduus nutans L.,AZ-NW,,,n,"occurs at higher elevations, not found in county."
D14,SRER,CEEC,Cenchrus echinatus L.,AZ-NW,,,y,
D14,SRER,CESP4,Cenchrus spinifex Cav.,AZ-NW,,,y,Found near site
D14,SRER,CECA2,Centaurea calcitrapa L.,AZ-NW,,,n,not found in any counties near site
D14,SRER,CEDI3,Centaurea diffusa Lam.,AZ-NW,,,n,"not found in any surrounding counties, more temperate regions"
D14,SRER,CEME2,Centaurea melitensis L.,AZ-NW,,,y,Found at site
D14,SRER,CESO3,Centaurea solstitialis L.,AZ-NW,,,y,
D14,SRER,CESTM,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,AZ-NW,,,n,not found in county
D14,SRER,CHJU,Chondrilla juncea L.,AZ-NW,,,n,not reocrd in state
D14,SRER,CIAR4,Cirsium arvense (L.) Scop.,AZ-NW,,,n,not found in hot desert regions
D14,SRER,CIVU,Cirsium vulgare (Savi) Ten.,AZ-NW,,,n,not found in county
D14,SRER,COAR4,Convolvulus arvensis L.,AZ-NW,,,y,
D14,SRER,CUMED,Cucumis melo L. var. dudaim (L.) Naud.,AZ-NW,,,n,not found growing out of cultivation in region
D14,SRER,EICR,Eichhornia crassipes (Mart.) Solms,AZ-NW,,,n,aquatic plant
D14,SRER,ELAN,Elaeagnus angustifolia L.,AZ-NW,,,n,plant found around riparian areas which do not occur at site
D14,SRER,ELRE4,Elymus repens (L.) Gould ,AZ-NW,,,n,found at higher elevations than site
D14,SRER,EUES,Euphorbia esula L.,AZ-NW,,,n,not found in county or surrounding areas
D14,SRER,EUMU,Euryops subcarnosus (Thunb.) DC.,AZ-NW,,,y,
D14,SRER,HAGL,Halogeton glomeratus (M. Bieb.) C.A. Mey.,AZ-NW,,,n,not in S. Arizona
D14,SRER,HYVE3,Hydrilla verticillata (L. f.) Royle,AZ-NW,,,n,aquatic plant
D14,SRER,IPHE,Ipomoea hederacea Jacq.,AZ-NW,,,y,Found at site
D14,SRER,IPPU2,Ipomoea purpurea (L.) Roth,AZ-NW,,,y,
D14,SRER,IPTR3,Ipomoea tricolor Cav.,AZ-NW,,,n,not found in county or surrounding areas
D14,SRER,IPTR2,Ipomoea triloba L.,AZ-NW,,,n,"very few recorded specimens in state, and only at higher elevations"
D14,SRER,IPLE4,Ipomoea x leucantha Jacq.,AZ-NW,,,n,not found in county or surrounding areas
D14,SRER,ISTI,Isatis tinctoria L.,AZ-NW,,,n,not in S. Arizona
D14,SRER,BASC5,Kochia scoparia(L.) A.J. Scott,AZ-NW,,,y,
D14,SRER,LIDAD,Linaria dalmatica (L.) Mill. ssp. Dalmatica,AZ-NW,,,n,not in S. Arizona
D14,SRER,LYSA2,Lythrum salicaria L.,AZ-NW,,,n,not in S. Arizona
D14,SRER,MERE9,Melinis repens (Willd.) Zizka,AZ-NW,,,y,Found at site
D14,SRER,ONPI,Oncosiphon piluliferum (L. f.) Kallersjo,AZ-NW,,,y,
D14,SRER,ONAC,Onopordum acanthium L.,AZ-NW,,,n,not in S. Arizona
D14,SRER,ORRA,Orobanche ramosa L.,AZ-NW,,,n,not found in state
D14,SRER,PEHA,Peganum harmala L.,AZ-NW,,,y,
D14,SRER,PESE3,Pennisetum setaceum (Forssk.) Chiov.,AZ-NW,,,y,Found near site
D14,SRER,SAMO5,Salvinia molesta Mitchell,AZ-NW,,,n,aquatic plant
D14,SRER,SIAR4,Sinapis arvensis L.,AZ-NW,,,n,primarily a weed of farmland
D14,SRER,SOHA,Sorghum halepense (L.) Pers.,AZ-NW,,,y,
D14,SRER,TARA,Tamarix ramosissima Ledeb.,AZ-NW,,,y,
D14,SRER,TRTE,Tribulus terrestris L.,AZ-NW,,,y,Found at site
D14,SRER,,Vella annua,AZ-NW,,not listed in USDA,n,"now known as Carrichtera annua, not found in AZ yet"
D15,ONAQ,ACRE3,Acroptilon repens (L.) DC.,UT-NW,,,y,
D15,ONAQ,AECY,Aegilops cylindrica Host,UT-NW,,,y,
D15,ONAQ,ALMA12,Alhagi maurorum Medik.,UT-NW,,,y,
D15,ONAQ,ALPE4,Alliaria petiolata (M. Bieb.) Cavara & Grande,UT-NW,,,y,
D15,ONAQ,ANAR16,Anchusa arvensis (L.) M. Bieb.,UT-NW,,,y,
D15,ONAQ,ARDO4,Arundo donax L.,UT-NW,,,n,wrong habitat
D15,ONAQ,BREL2,Brassica elongata Ehrh.,UT-NW,,,y,
D15,ONAQ,BRTO,Brassica tournefortii Gouan,UT-NW,,,y,
D15,ONAQ,CARDA2,Cardaria Desv.,UT-NW,,,n,Cardaria Draba?
D15,ONAQ,CAAC,Carduus acanthoides L.,UT-NW,,,y,
D15,ONAQ,CANU4,Carduus nutans L.,UT-NW,,,y,
D15,ONAQ,CECA2,Centaurea calcitrapa L.,UT-NW,,,y,
D15,ONAQ,CEDI3,Centaurea diffusa Lam.,UT-NW,,,y,
D15,ONAQ,CEME2,Centaurea melitensis L.,UT-NW,,,y,
D15,ONAQ,CESO3,Centaurea solstitialis L.,UT-NW,,,y,
D15,ONAQ,CEST8,Centaurea stoebe L.,UT-NW,,,y,
D15,ONAQ,CEVI,Centaurea virgata Lam.,UT-NW,,,y,"unlikely, but possible"
D15,ONAQ,CHJU,Chondrilla juncea L.,UT-NW,,,y,
D15,ONAQ,CIAR4,Cirsium arvense (L.) Scop.,UT-NW,,,y,
D15,ONAQ,COMA2,Conium maculatum L.,UT-NW,,,y,
D15,ONAQ,CONVO,Convolvulus L.,UT-NW,,,n,"Genus Level, should this be a specific Convolvulus? "
D15,ONAQ,CRVU2,Crupina vulgaris Cass.,UT-NW,,,y,
D15,ONAQ,CYDA,Cynodon dactylon (L.) Pers.,UT-NW,,,y,
D15,ONAQ,CYOF,Cynoglossum officinale L.,UT-NW,,,y,there is a population at ONAQ
D15,ONAQ,CYSC4,Cytisus scoparius (L.) Link,UT-NW,,,y,
D15,ONAQ,ECVU,Echium vulgare L.,UT-NW,,,y,
D15,ONAQ,ELAN,Elaeagnus angustifolia L.,UT-NW,,,y,"unlikely, but possible"
D15,ONAQ,ELRE4,Elymus repens (L.) Gould,UT-NW,,,y,
D15,ONAQ,EUES,Euphorbia esula L.,UT-NW,,,y,
D15,ONAQ,EUMY2,Euphorbia myrsinites L.,UT-NW,,,y,there is a population at ONAQ
D15,ONAQ,GAOF,Galega officinalis L.,UT-NW,,,y,
D15,ONAQ,HEMA3,Hesperis matronalis L.,UT-NW,,,y,
D15,ONAQ,HYNI,Hyoscyamus niger L.,UT-NW,,,y,there is a population at ONAQ
D15,ONAQ,HYPE,Hypericum perforatum L.,UT-NW,,,y,"unlikely, but possible"
D15,ONAQ,IMCY,Imperata cylindrica (L.) P. Beauv.,UT-NW,,,y,
D15,ONAQ,ISTI,Isatis tinctoria L.,UT-NW,,,y,there is a population at ONAQ
D15,ONAQ,LELA2,Lepidium latifolium L.,UT-NW,,,y,
D15,ONAQ,LEVU,Leucanthemum vulgare Lam.,UT-NW,,,y,
D15,ONAQ,LIDA,Linaria dalmatica (L.) Mill.,UT-NW,,,y,
D15,ONAQ,LIVU2,Linaria vulgaris Mill.,UT-NW,,,y,
D15,ONAQ,LYSA2,Lythrum salicaria L.,UT-NW,,,n,wrong habitat
D15,ONAQ,MIVE3,Milium vernale M. Bieb.,UT-NW,,,y,
D15,ONAQ,ONAC,Onopordum acanthium L.,UT-NW,,,y,
D15,ONAQ,PEHA,Peganum harmala L.,UT-NW,,,y,
D15,ONAQ,PHAU7,Phragmites australis (Cav.) Trin. Ex Steud.,UT-NW,,,n,wrong habitat
D15,ONAQ,POCU6,Polygonum cuspidatum Siebold & Zucc.,UT-NW,,,n,wrong habitat
D15,ONAQ,SAAE,Salvia aethiopis L.,UT-NW,,,y,
D15,ONAQ,SCLA6,Scorzonera laciniata L.,UT-NW,,,y,
D15,ONAQ,SOAL,Sorghum almum Parodi,UT-NW,,,y,
D15,ONAQ,SOHA,Sorghum halepense (L.) Pers.,UT-NW,,,y,
D15,ONAQ,TACA8,Taeniatherum caput-medusae (L.) Nevski,UT-NW,,,y,should check they synonomy
D15,ONAQ,TARA,Tamarix ramosissima Ledeb.,UT-NW,,,y,
D15,ONAQ,TRTE,Tribulus terrestris L.,UT-NW,,,y,
D15,ONAQ,VEDU,Ventenata dubia (Leers) Coss.,UT-NW,,,y,
D15,ONAQ,ZYFA,Zygophyllum fabago L.,UT-NW,,,y,
D16,ABBY,ABTH,Abutilon theophrasti,WA-NW,,,,EH; maybe
D16,ABBY,AECY,Aegilops cylindrica,WA-NW,,,,EH; maybe
D16,ABBY,AIAL,Ailanthus altissima,WA-NW,,,,EH; maybe
D16,ABBY,ALMA12,Alhagi maurorum,WA-NW,,,n,EH
D16,ABBY,ALPE4,Alliaria petiolata,WA-NW,,,y,
D16,ABBY,ALMY,Alopecurus myosuroides,WA-NW,,,n,EH
D16,ABBY,AMFR,Amorpha fruticosa,WA-NW,,,y,EH
D16,ABBY,ANARD16,Anchusa arvensis,WA-NW,,,n,EH
D16,ABBY,ANOF,Anchusa officinalis,WA-NW,,,,EH; maybe
D16,ABBY,ANSY,Anthriscus sylvestris,WA-NW,,,,EH; maybe
D16,ABBY,ARAB3,Artemisia absinthium,WA-NW,,,,EH; maybe
D16,ABBY,ARIT,Arum italicum,WA-NW,,,n,EH
D16,ABBY,BASC5,Bassia scoparia,WA-NW,,,n,EH
D16,ABBY,BEVU,Berberis vulgaris,WA-NW,,,n,EH
D16,ABBY,BEIN2,Berteroa incana,WA-NW,,,n,EH
D16,ABBY,BRSY,Brachypodium sylvaticum,WA-NW,,,y,
D16,ABBY,BRAL4,Bryonia alba,WA-NW,,,n,EH
D16,ABBY,BUDA2,Buddleja davidii,WA-NW,,,y,EH
D16,ABBY,BUUM,Butomus umbellatus,WA-NW,,,n,"observed in freshwater marshes upper Col River, Washington"
D16,ABBY,CACA,Cabomba caroliniana,WA-NW,,,n,EH
D16,ABBY,CAAC,Carduus acanthoides,WA-NW,,,n,EH
D16,ABBY,CANU4,Carduus nutans,WA-NW,,,,EH; maybe
D16,ABBY,CAPY2,Carduus pycnocephalus,WA-NW,,,,EH; maybe
D16,ABBY,CATE2,Carduus tenuiflorus,WA-NW,,,,EH; maybe
D16,ABBY,CELO3,Cenchrus longispinus,WA-NW,,,n,EH
D16,ABBY,CECA2,Centaurea calcitrapa,WA-NW,,,n,EH
D16,ABBY,CEDI3,Centaurea diffusa,WA-NW,,,y,EH
D16,ABBY,CEJA,Centaurea jacea,WA-NW,,,y,EH
D16,ABBY,CEMA9,Centaurea macrocephala,WA-NW,,,n,EH
D16,ABBY,CEME2,Centaurea melitensis,WA-NW,,,,EH; maybe
D16,ABBY,CENI2,Centaurea nigra,WA-NW,,,,EH; maybe
D16,ABBY,CENI3,Centaurea nigrescens,WA-NW,,,,EH; maybe
D16,ABBY,CESO3,Centaurea solstitialis,WA-NW,,,,EH; maybe
D16,ABBY,CEST8,Centaurea stoebe,WA-NW,,,y,EH
D16,ABBY,CEPU14,Centromadia pungens,WA-NW,,,,EH; maybe
D16,ABBY,CHJU,Chondrilla juncea,WA-NW,,,,EH; maybe
D16,ABBY,CIAR4,Cirsium arvense,WA-NW,,,y,EH
D16,ABBY,CIVU,Cirsium vulgare,WA-NW,,,y,EH
D16,ABBY,CLOR,Clematis orientalis,WA-NW,,,n,EH
D16,ABBY,COMA2,Conium maculatum,WA-NW,,,y,EH
D16,ABBY,COAR4,Convolvulus arvensis,WA-NW,,,y,EH
D16,ABBY,COJU2,Cortaderia jubata,WA-NW,,,n,EH
D16,ABBY,CRMO3,Crataegus monogyna,WA-NW,,,y,EH
D16,ABBY,CRVU2,Crupina vulgaris,WA-NW,,,n,observed east of Cascade divide
D16,ABBY,CUAP2,Cuscuta approximata,WA-NW,,,n,EH
D16,ABBY,CYOF,Cynoglossum officinale,WA-NW,,,,EH; maybe
D16,ABBY,CYES,Cyperus esculentus,WA-NW,,,y,EH
D16,ABBY,CYSC4,Cytisus scoparius,WA-NW,,,y,EH
D16,ABBY,DALA11,Daphne laureola,WA-NW,,,y,EH
D16,ABBY,DACA6,Daucus carota,WA-NW,,,y,EH
D16,ABBY,DIFU2,Dipsacus fullonum,WA-NW,,,,AC; maybe
