domainID,siteID,plotID,plotType,date,eventID,eventType,dataCollected,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther
D08,DELA,DELA_018,distributed,2019-10-21,vst_DELA_2019,NA,NA,25,25,noneSelected
D08,DELA,DELA_019,distributed,2015-08-31,vst_DELA_2015,NA,NA,25,25,noneSelected
D08,DELA,DELA_020,distributed,2019-11-05,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_021,distributed,2019-12-04,vst_DELA_2019,NA,NA,25,25,noneSelected
D08,DELA,DELA_022,distributed,2019-11-12,vst_DELA_2019,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_023,distributed,2019-10-16,vst_DELA_2019,NA,NA,10,noneSelected,noneSelected
D08,DELA,DELA_037,tower,2020-12-03,vst_DELA_2020,allTowerPlots,allGrowthForms,25,noneSelected,noneSelected
D08,DELA,DELA_038,tower,2020-12-09,vst_DELA_2020,allTowerPlots,allGrowthForms,100,25,noneSelected
D08,DELA,DELA_039,tower,2019-11-22,vst_DELA_2019,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_040,tower,2020-12-08,vst_DELA_2020,allTowerPlots,allGrowthForms,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_041,tower,2020-12-10,vst_DELA_2020,allTowerPlots,allGrowthForms,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_042,tower,2017-10-26,vst_DELA_2017,NA,NA,10,noneSelected,noneSelected
D08,DELA,DELA_043,tower,2017-10-26,vst_DELA_2017,NA,NA,25,100,noneSelected
D08,DELA,DELA_044,tower,2017-11-01,vst_DELA_2017,NA,NA,noneSelected,100,noneSelected
D08,DELA,DELA_045,tower,2017-11-02,vst_DELA_2017,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_046,tower,2017-11-02,vst_DELA_2017,NA,NA,100,100,noneSelected
D08,DELA,DELA_047,tower,2017-11-07,vst_DELA_2017,NA,NA,100,100,noneSelected
D08,DELA,DELA_048,tower,2017-11-08,vst_DELA_2017,NA,NA,100,100,noneSelected
D08,DELA,DELA_049,tower,2016-10-10,vst_DELA_2016,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_050,tower,2017-11-07,vst_DELA_2017,NA,NA,100,noneSelected,noneSelected
D08,DELA,DELA_051,tower,2017-11-08,vst_DELA_2017,NA,NA,100,100,noneSelected
D08,DELA,DELA_052,tower,2017-11-08,vst_DELA_2017,NA,NA,noneSelected,100,noneSelected
D08,DELA,DELA_053,tower,2017-11-08,vst_DELA_2017,NA,NA,noneSelected,100,noneSelected
D08,DELA,DELA_054,tower,2020-10-07,vst_DELA_2020,allTowerPlots,allGrowthForms,25,noneSelected,noneSelected
D08,DELA,DELA_055,tower,2017-11-08,vst_DELA_2017,NA,NA,10,25,noneSelected
D08,DELA,DELA_056,tower,2017-11-13,vst_DELA_2017,NA,NA,100,noneSelected,noneSelected
D08,LENO,LENO_001,distributed,2017-08-28,vst_LENO_2017,NA,NA,25,25,noneSelected
D08,LENO,LENO_002,distributed,2017-08-21,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_003,distributed,2017-08-21,vst_LENO_2017,NA,NA,10,noneSelected,noneSelected
D08,LENO,LENO_004,distributed,2017-10-24,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_005,distributed,2017-08-22,vst_LENO_2017,NA,NA,NA,noneSelected,noneSelected
D08,LENO,LENO_006,distributed,2017-08-23,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_007,distributed,2017-08-24,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_008,distributed,2017-08-24,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_009,distributed,2017-08-23,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_010,distributed,2017-08-23,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_011,distributed,2017-08-22,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_012,distributed,2017-08-23,vst_LENO_2017,NA,NA,10,noneSelected,noneSelected
D08,LENO,LENO_013,distributed,2017-08-24,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_014,distributed,2017-08-21,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_015,distributed,2017-08-22,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_016,distributed,2017-08-28,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_017,distributed,2017-08-29,vst_LENO_2017,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_018,distributed,2017-08-23,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_021,distributed,2017-08-29,vst_LENO_2017,NA,NA,noneSelected,25,noneSelected
D08,LENO,LENO_022,distributed,2017-08-28,vst_LENO_2017,NA,NA,noneSelected,noneSelected,noneSelected
D08,LENO,LENO_061,tower,2019-11-18,vst_LENO_2019,NA,NA,25,100,noneSelected
D08,LENO,LENO_062,tower,2019-11-20,vst_LENO_2019,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_063,tower,2019-11-19,vst_LENO_2019,NA,NA,25,100,noneSelected
D08,LENO,LENO_064,tower,2019-11-19,vst_LENO_2019,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_065,tower,2019-11-20,vst_LENO_2019,NA,NA,10,noneSelected,noneSelected
D08,LENO,LENO_066,tower,2018-11-05,vst_LENO_2018,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_067,tower,2018-11-07,vst_LENO_2018,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_068,tower,2018-11-07,vst_LENO_2018,NA,NA,100,noneSelected,noneSelected
D08,LENO,LENO_069,tower,2018-11-05,vst_LENO_2018,NA,NA,25,noneSelected,noneSelected
D08,LENO,LENO_070,tower,2018-11-19,vst_LENO_2018,NA,NA,100,noneSelected,noneSelected
D08,TALL,TALL_001,distributed,2020-10-12,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D08,TALL,TALL_002,distributed,2020-10-19,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D08,TALL,TALL_003,distributed,2015-10-21,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_004,distributed,2015-10-16,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_005,distributed,2020-10-22,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D08,TALL,TALL_006,distributed,2020-10-22,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D08,TALL,TALL_007,distributed,2020-10-26,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D08,TALL,TALL_008,distributed,2015-10-14,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_009,distributed,2015-10-16,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_010,distributed,2015-10-22,vst_TALL_2015,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_011,distributed,2015-10-22,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_012,distributed,2015-10-15,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_013,distributed,2015-10-19,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_015,distributed,2015-10-20,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_016,distributed,2015-10-28,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_017,distributed,2015-10-13,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_018,distributed,2015-10-13,vst_TALL_2015,NA,NA,noneSelected,noneSelected,noneSelected
D08,TALL,TALL_020,distributed,2015-10-19,vst_TALL_2015,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_022,distributed,2015-10-12,vst_TALL_2015,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_042,tower,2019-12-17,vst_TALL_2019,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_043,tower,2018-11-16,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_044,tower,2019-12-19,vst_TALL_2019,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_045,tower,2018-12-10,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_046,tower,2018-11-27,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_047,tower,2019-11-25,vst_TALL_2019,NA,NA,100,noneSelected,noneSelected
D08,TALL,TALL_048,tower,2018-11-16,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_049,tower,2018-11-27,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_050,tower,2018-12-10,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_051,tower,2019-12-12,vst_TALL_2019,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_052,tower,2018-11-28,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_053,tower,2018-12-05,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_054,tower,2021-01-04,vst_TALL_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D08,TALL,TALL_055,tower,2018-12-11,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_056,tower,2018-12-05,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_057,tower,2018-12-11,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_058,tower,2018-12-13,vst_TALL_2018,NA,NA,25,noneSelected,noneSelected
D08,TALL,TALL_059,tower,2018-12-13,vst_TALL_2018,NA,NA,100,noneSelected,noneSelected
D08,TALL,TALL_060,tower,2018-12-12,vst_TALL_2018,NA,NA,100,noneSelected,noneSelected
D08,TALL,TALL_061,tower,2018-12-11,vst_TALL_2018,NA,NA,10,noneSelected,noneSelected
D08,TALL,TALL_064,distributed,2015-10-21,vst_TALL_2015,NA,NA,25,noneSelected,noneSelected
D09,DCFS,DCFS_061,tower,2015-07-21,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_062,tower,2015-07-22,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_063,tower,2015-08-10,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_064,tower,2015-08-11,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_065,tower,2015-07-20,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_066,tower,2015-08-11,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_067,tower,2015-07-21,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_068,tower,2015-07-20,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_069,tower,2015-07-20,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_070,tower,2015-07-21,vst_DCFS_2015,NA,NA,25,noneSelected,noneSelected
D09,DCFS,DCFS_071,tower,2015-09-15,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_072,tower,2015-07-13,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_073,tower,2015-07-21,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_074,tower,2015-09-14,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_075,tower,2015-08-11,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_076,tower,2015-09-14,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_077,tower,2015-09-14,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_078,tower,2015-09-24,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_079,tower,2015-09-14,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_080,tower,2015-09-10,vst_DCFS_2015,NA,NA,10,noneSelected,noneSelected
D09,DCFS,DCFS_081,tower,2015-09-08,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_082,tower,2015-07-01,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_083,tower,2015-08-10,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_084,tower,2015-07-20,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_085,tower,2015-08-11,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_086,tower,2015-09-02,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_087,tower,2015-09-03,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_088,tower,2015-09-15,vst_DCFS_2015,NA,NA,25,noneSelected,noneSelected
D09,DCFS,DCFS_089,tower,2015-09-02,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,DCFS,DCFS_090,tower,2015-07-21,vst_DCFS_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_061,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_062,tower,2015-09-23,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_063,tower,2015-09-23,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_064,tower,2015-10-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_065,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_066,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_067,tower,2015-09-23,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_068,tower,2015-06-30,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_069,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_070,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_071,tower,2015-06-24,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_072,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_073,tower,2015-10-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_074,tower,2015-06-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_075,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_076,tower,2015-09-28,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_077,tower,2015-10-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_078,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_079,tower,2015-06-24,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_080,tower,2015-07-06,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_081,tower,2015-07-09,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_082,tower,2015-07-16,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_083,tower,2015-07-06,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_084,tower,2015-09-23,vst_NOGP_2015,NA,NA,25,noneSelected,noneSelected
D09,NOGP,NOGP_085,tower,2015-10-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_086,tower,2015-07-07,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_087,tower,2015-09-23,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_088,tower,2015-06-26,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,NOGP,NOGP_089,tower,2015-09-23,vst_NOGP_2015,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_001,distributed,2014-10-02,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_002,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_003,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_004,distributed,2014-10-02,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_005,distributed,2014-10-01,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_006,distributed,2014-10-01,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_007,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_010,distributed,2014-09-30,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_011,distributed,2014-10-02,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_013,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_017,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_020,distributed,2014-09-29,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_042,tower,2014-09-26,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_043,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_044,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_046,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_047,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_048,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_049,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_050,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_051,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_052,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_053,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_054,tower,2014-09-26,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_055,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_058,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_059,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_060,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_062,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_063,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_064,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_065,tower,2014-09-26,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_066,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_067,tower,2014-09-25,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_068,tower,2014-09-26,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D09,WOOD,WOOD_069,tower,2014-09-23,vst_WOOD_2014,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_001,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_002,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_003,distributed,2017-09-19,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_004,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_005,distributed,2017-09-21,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_006,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_007,distributed,2017-09-19,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_008,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_009,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_010,distributed,2017-09-21,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_011,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_012,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_013,distributed,2017-09-20,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_014,distributed,2017-09-21,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_015,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_016,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_017,distributed,2017-09-21,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_018,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_019,distributed,2017-09-25,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_020,distributed,2017-09-20,vst_CPER_2017,NA,NA,noneSelected,noneSelected,noneSelected
D10,CPER,CPER_045,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_046,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_047,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_048,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_049,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_050,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_051,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_052,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_053,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_054,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_055,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_056,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,25
D10,CPER,CPER_057,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_058,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_059,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_060,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_061,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_062,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_063,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_064,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_065,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_066,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_067,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_068,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_069,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_070,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_071,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_072,tower,2017-09-14,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_073,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,CPER,CPER_074,tower,2017-09-18,vst_CPER_2017,NA,NA,noneSelected,noneSelected,10
D10,RMNP,RMNP_001,distributed,2020-10-13,vst_RMNP_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D10,RMNP,RMNP_002,distributed,2020-09-09,vst_RMNP_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
